,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
3640,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Sal', 'Konyak', 'Konyak–Chang', 'Chang']",,nbc,chan1313,"62,000 (2001 census)[1]",,,,https://en.wikipedia.org/wiki/Chang_language
3641,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Boan', 'Bomokandian', 'Ngendan', 'Ngbinda']",,Either:titlenbdtitle – Ngbindatitlemyctitle – Mayeka,ngbi1238,"25,000 (2002–2004)[1]",,,,https://en.wikipedia.org/wiki/Ngbinda_language
3642,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Sal', 'Konyak', 'Konyak–Chang', 'Konyak']",,nbe,kony1248,"246,000 (2011)[1]",,,,https://en.wikipedia.org/wiki/Konyak_language
3643,Par%C3%A1_Ar%C3%A1ra_language,"['Dravidian', '\xa0?\n', '\nSouth-Central\xa0?', 'Gondi–Kui\xa0?', 'Gondi languages', '\xa0?', 'Nagarchal']",,nbg,naga1399,,,,,https://en.wikipedia.org/wiki/Nagarchal_language
3644,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Bole', ' (North)', 'Ngamo']",,nbh,ngam1282,"(60,000 cited 1993)[1]","Gombe State, Yobe State",,,https://en.wikipedia.org/wiki/Ngamo_language
3645,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Madang', 'Croisilles', ' ', 'linkage', 'Mabuso', 'Hanseman', 'Nake']",,nbk,nake1240,(170 cited 1981)[1],Madang Province,,,https://en.wikipedia.org/wiki/Nake_language
3646,Par%C3%A1_Ar%C3%A1ra_language,"['Ubangian', '\nSere–Mba', 'Ngbaka', 'Western', 'Mbaka']",,Either:titlenbmtitle – Ngbaka Ma’botitlegixtitle – Gilima,bwak1244,"(200,000 cited 1984–2000)[1]",,,,https://en.wikipedia.org/wiki/Mbaka_language
3647,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Kei–Tanimbar', 'Irarutu-Nabi', 'Kuri']",,nbn,kuri1260,(500 cited 1982)[1],Bomberai Peninsula,,,https://en.wikipedia.org/wiki/Kuri_language_(Austronesian)
3648,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Cross River', 'Upper Cross', 'Central', 'East–West', 'Loko', 'Nkukoli']",,nbo,nkuk1238,"(10,000 cited 1973)[1]",Cross River State,,,https://en.wikipedia.org/wiki/Nkukoli_language
3649,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Ekoid', 'Efutop–Ekajuk', 'Ekajuk–Nnam', 'Nnam']",,nbp,nnam1238,"(3,000 cited 1987)[1]",,,,https://en.wikipedia.org/wiki/Nnam_language
3650,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'West Trans–New Guinea', 'Irian Highlands', '\xa0?', 'Dani languages', 'Dani proper', 'Nggem']",,nbq,ngge1241,"4,400 (2005)[1]",Highland Papua:Mamberamo Tengah Regency,,,https://en.wikipedia.org/wiki/Nggem_language
3651,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Ninzic', 'Numana']","['Gbantu (Gwantu)', 'Ningye', 'Numbu', 'Janda']",nbr,numa1252,"50,000, including Nunku (2008)[1]",,,,https://en.wikipedia.org/wiki/Gbantu_language
3652,Par%C3%A1_Ar%C3%A1ra_language,"['Paget Gorman', 'Namibian Sign Language']",,nbs,nami1249,"8,000 (2008)[1]",,,,https://en.wikipedia.org/wiki/Namibian_Sign_Language
3653,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tani', 'Western Tani', 'Subansiri', 'Bangni', 'Na']",,nbt,naaa1245,"(1,500 estimate for year 2000 cited 1997)[1]",Assam,,,https://en.wikipedia.org/wiki/Na_dialect
3654,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Kuki-Chin-Naga', 'Zemeic', 'Rongmei']",,nbu,rong1266,"(undated figure of 350,580[citation needed])","Assam, Manipur and Nagaland",,,https://en.wikipedia.org/wiki/Rongmei_language
3655,Par%C3%A1_Ar%C3%A1ra_language,"['Border', 'Bewani', 'Poal River', 'Ningera']",,nby,ning1275,150 (2003)[1],Sandaun Province,,,https://en.wikipedia.org/wiki/Ningera_language
3656,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Gusap–Mot', 'Iyo']",,nca,iyoo1238,"6,900 (2003)[1]",Morobe Province,,,https://en.wikipedia.org/wiki/Iyo_language
3657,Par%C3%A1_Ar%C3%A1ra_language,,,ncb,cent1990,"10,100 (2001)[1]",,,,https://en.wikipedia.org/wiki/Central_Nicobarese_languages
3658,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Manus', 'East Manus', 'Ponam']",,ncc,pona1250,560 (2018)[1],"Ponam Island, off Manus Island",,,https://en.wikipedia.org/wiki/Ponam_language
3659,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Central', 'Khambu', 'Nachhiring']",,ncd,nach1240,"10,000 (2011 census)[1]","Pradesh no-1Solukhumbu DistrictSotang,Namlung,pawai and khotang districtRakha Bangdel, Badel, para,",,,https://en.wikipedia.org/wiki/Nachhiring_language
3660,Par%C3%A1_Ar%C3%A1ra_language,"['Senu River', ' or ', 'language isolate', '\nGuriaso–Yale', 'Yalë']",,nce,yale1246,(600 cited 1991)[1],Sandaun Province,,,https://en.wikipedia.org/wiki/Yal%C3%AB_language
3661,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(New Ireland)', 'Tabar', 'Notsi']",,ncf,nots1237,"3,500 (2023 Estimate Joshua Project)[1]",New Ireland,,,https://en.wikipedia.org/wiki/Notsi_language
3662,Par%C3%A1_Ar%C3%A1ra_language,"['Tsimshianic', '\nNass–', 'Gitksan', 'Nisga’a']",,ncg,nisg1240,"470 (2016 census)[1]1,500 L2 speakers[2]",Northwest British Columbia (Nisg̱a’a Nation),,,https://en.wikipedia.org/wiki/Nisga%27a_language
3663,Par%C3%A1_Ar%C3%A1ra_language,"['Uto-Aztecan languages', 'Nahuan languages', 'Nahuatl', 'Central Nahuatl languages', 'Nuclear Nahuatl', 'Classical Nahuatl']",,nci,clas1250,,Aztec Empire,,,https://en.wikipedia.org/wiki/Classical_Nahuatl
3664,Par%C3%A1_Ar%C3%A1ra_language,"['Macro-Gunwinyguan', 'Maningrida', 'Nakkara']",,nck,naka1260,55 (2021 census)[1],Northern Territory,,,https://en.wikipedia.org/wiki/Nakkara_language
3665,Par%C3%A1_Ar%C3%A1ra_language,"['Uto-Aztecan', 'Aztecan (Nahuan)', 'Nahuatl', 'Western Peripheral Nahuatl', 'Michoacán Nahuatl']",,ncl,mich1245,"(3,000 cited 1990 census)[1]","Maruata Pómaro, Michoacán",,,https://en.wikipedia.org/wiki/Michoac%C3%A1n_Nahuatl
3666,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Southeastern islands', 'Nauna']",,ncn,naun1237,420 (2000)[1],"Nauna Island, Manus Province",,,https://en.wikipedia.org/wiki/Nauna_language
3667,Par%C3%A1_Ar%C3%A1ra_language,"['South Bougainville', '\nNasioiic', 'Nagovisi']",,nco,sibe1248,"12,000 (2018)[1]",Bougainville Province,,,https://en.wikipedia.org/wiki/Nagovisi_language
3668,Par%C3%A1_Ar%C3%A1ra_language,"['Deaf-community sign language', ': developed as a ', 'creole language', ' from ', 'home', ' and ', 'idioglossic', ' sign, with the addition of an ', 'ASL', '-influenced ', 'manual alphabet']",,ncs,nica1238,"3,000 (1997)[1]",The Managua region and spreading throughout the country,,,https://en.wikipedia.org/wiki/Nicaraguan_Sign_Language
3669,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Kuki-Chin', 'Northwest Kuki-Chin', '[2]', 'Chothe']",,nct,chot1239,"3,600 (2001)[1]","Manipur, Nagaland",,,https://en.wikipedia.org/wiki/Chothe_language
3670,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'Guang', 'North', 'Chumburung']",['Yeji'],ncu,chum1261,"69,000 (2004)[1]",Kpandai District and Yeji,,,https://en.wikipedia.org/wiki/Chumburung_language
3671,Par%C3%A1_Ar%C3%A1ra_language,"['Uto-Aztecan', 'Aztecan (Nahuan)', 'Nahuatl', 'Central Nahuatl', 'Central Puebla Nahuatl']",,ncx,cent2133,"(16,000 cited 1998)[1]",,,,https://en.wikipedia.org/wiki/Central_Puebla_Nahuatl
3672,Par%C3%A1_Ar%C3%A1ra_language,"['Language isolate', '(', 'Gulf', '?)']",,ncz,natc1249,,"Louisiana, Mississippi, Oklahoma",,,https://en.wikipedia.org/wiki/Natchez_language
3673,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Kele', ' (b. 20)', 'Ndasa']",,nda,ndas1238,"5,500 (2000–2007)[1]",,,,https://en.wikipedia.org/wiki/Ndasa_language
3674,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Grassfields', 'Ring', 'South', 'Nsei']",,ndb,kens1251,"25,000 (2008)[1]",,,,https://en.wikipedia.org/wiki/Nsei_language
3675,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', 'Shona', ' (S.10)', 'Ndau']",,ndc,ndau1241,2.4 million (2000–2006)[1],"Mozambique, Zimbabwe, South Africa",,,https://en.wikipedia.org/wiki/Ndau_dialect
3676,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Ekoid', 'Efutop–Ekajuk', 'Nde-Nsele-Nta']","['Nde', 'Nsele', 'Nta']",ndd,nden1250,"(20,000 cited 1987)[1]",Cross River State,,,https://en.wikipedia.org/wiki/Nde-Nsele-Nta_language
3677,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Southern Bantu', 'Nguni', 'Zunda', 'Northern Ndebele']",,ndetitle  – North Ndebele,nort2795,2.6 million[1] (2023)[2],"Limpopo, Matabeleland South in Zimbabwe; North-East District in Botswana",Zimbabwe,,https://en.wikipedia.org/wiki/Northern_Ndebele_language
3678,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Rufiji–Ruvuma', 'Mbinga', 'Matandu', 'Ndengereko']",,Either:titlendgtitle – Ndengerekotitleruititle – Rufiji (duplicate code),nden1248,"72,000 (2013)[1]",Ruvuma,,,https://en.wikipedia.org/wiki/Ndengereko_language
3679,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', 'Rukwa', 'Rungwe', 'Ndali']",,ndh,ndal1241,"(220,000 cited 1987–2003)[1]",,,,https://en.wikipedia.org/wiki/Ndali_language
3680,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Leko–Nimbari', 'Leko', 'Chamba']",,ndi,samb1305,"62,000 in Nigeria (2000)[1]",northern Nigeria and Cameroon,,,https://en.wikipedia.org/wiki/Chamba_Leko
3681,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Kilombero', 'Mbunga–Ndamba', 'Ndamba']",,ndj,ndam1239,"(55,000 cited 1987)[1]",Morogoro,,,https://en.wikipedia.org/wiki/Ndamba_language
3682,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone D.30', ')', 'Nyali', ' (Budu–Ndaka)', 'Ndaka']",,ndk,ndak1241,"(25,000 cited 1994)[1]",Ituri Province,,,https://en.wikipedia.org/wiki/Ndaka_language
3683,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Bangi–Ntomba', ' (C.30)', 'Zamba–Binza', 'Losengo', 'Ndolo']",,ndl,ndol1238,"(8,000 cited 1983 census)[1]",,,,https://en.wikipedia.org/wiki/Ndolo_dialect
3684,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic A', 'Sibine', ' (A.1.1)', 'Ndam']",,ndm,ndam1251,"(6,500 cited 1990 census)[1]",Southwest,,,https://en.wikipedia.org/wiki/Ndam_language
3685,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C.10', ')', 'Ngondi–Ngiri', 'Ngondi']",,ndn,ngun1270,"3,000 (2004)[1]",,,,https://en.wikipedia.org/wiki/Ngondi_language
3686,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', 'Kavango–Southwest', 'Southwest Bantu', 'Ovambo', 'Ndonga']",,ndo,ndon1254,"810,000 (2006)[1]",Ovamboland,,,https://en.wikipedia.org/wiki/Ndonga_dialect
3687,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Eastern', 'Mangbutu–Lese', 'Ndo']",,ndp,ndoo1242,"(100,000 in DRC cited 1991)[1]50,000 in Uganda (2014 census)[2]",,,,https://en.wikipedia.org/wiki/Ndo_language
3688,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', 'Kavango–Southwest', '?', 'Southwest Bantu', '?', 'Ndombe']",,ndq,ndom1244,"22,300 (2000)[1]",,,,https://en.wikipedia.org/wiki/Ndombe_language
3689,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Mambiloid', '?', 'Ndoro–Fam', 'Ndoro']",,ndr,ndoo1241,"63,000 (2000)[1]",Taraba State,,,https://en.wikipedia.org/wiki/Ndoro_language
3690,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Low German', 'East Low German']",,ndstitle  for titleLow German,nort2627,,,,,https://en.wikipedia.org/wiki/East_Low_German
3691,Par%C3%A1_Ar%C3%A1ra_language,"['Ubangian', '\nSere–Mba', 'Ngbaka–Mba', 'Mba languages', 'Ndunga']",,ndt,ndun1249,"(2,500 cited 1977)[1]","Lisala Territory, Mongala Province",,,https://en.wikipedia.org/wiki/Ndunga_language
3692,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Senegambian', 'Cangin', 'Palor–Ndut', 'Ndut']",,ndv,ndut1239,"52,000 (2007)[1]",Biffeche,,,https://en.wikipedia.org/wiki/Ndut_language
3693,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'West Trans–New Guinea', 'Irian Highlands', '\xa0?', 'Dani languages', 'Ngalik', 'Nduga']",,ndx,ndug1245,"(10,000 cited 1985)[1]","Nduga Regency, Highland Papua",,,https://en.wikipedia.org/wiki/Nduga_language
3694,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Bongo–Bagirmi', 'Vale', 'Lutos']","['Ruto', 'Nduka']",ndy,luto1241,"(19,000 cited 1993–1996)[1]",,,,https://en.wikipedia.org/wiki/Lutos_language
3695,Par%C3%A1_Ar%C3%A1ra_language,"['Ubangian', '\nSeri–Mba', 'Sere', 'Sere–Bviri', 'Ndogo']",,ndz,ndog1248,"48,000 (2017)[1]",South Sudan,,,https://en.wikipedia.org/wiki/Ndogo_language
3696,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', 'Mande', 'Eastern Mande', 'Southeastern', 'Mano–Dan', 'Guro–Dan', 'Tura–Dan', 'Tura']",,neb,tour1242,"67,000 (2017)[1]",Ivory Coast,,,https://en.wikipedia.org/wiki/Tura_language
3697,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Alor–Pantar', 'Nedebang']",,nec,nede1245,200 (2004)[1],Pantar Island,,,https://en.wikipedia.org/wiki/Nedebang_language
3698,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Northern New Caledonian', 'Extreme Northern', 'Kumak']","['Nêlêmwa (Nenema)', 'Nixumwak (Kumak)']",nee,kuma1276,"1,100 (2009 census)[1]",,,,https://en.wikipedia.org/wiki/Kumak_language
3699,Par%C3%A1_Ar%C3%A1ra_language,"['Assamese-based', ' pidgin']",,nef,nefa1235,unknown (2006)[1],,,,https://en.wikipedia.org/wiki/Nefamese
3700,Par%C3%A1_Ar%C3%A1ra_language,"['Tungusic', '\nNorthern', 'Ewenic', 'Evenki group', 'Negidal']",,neg,negi1245,75 (2010 census)[1](only a few fully fluent by 2007)[1],Russian Far East,,,https://en.wikipedia.org/wiki/Negidal_language
3701,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Tibeto-Kanauri', ' (?)', 'Bodish', 'East Bodish', 'Nyenkha']",,neh,nyen1254,"8,700 (2010)[1]",,,,https://en.wikipedia.org/wiki/Nyen_language
3702,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Gusap–Mot', 'Neko']",,nej,neko1240,640 (2000 census)[1],Madang Province,,,https://en.wikipedia.org/wiki/Neko_language
3703,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Southern', 'South Southern', 'Wailic', 'Neku']",,nek,neku1237,130 (2009 census)[1],"Bourail, New Caledonia",,,https://en.wikipedia.org/wiki/Neku_language
3704,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Northern New Caledonian', 'North Northern', 'Nemi languages', 'Nemi']",,nem,nemi1240,910 (2009 census)[1],,,,https://en.wikipedia.org/wiki/Nemi_language
3705,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'Loyalty Islands', 'Nengone']",,nen,neng1238,"8,700 (2009 census)[1]","Maré Island, New Caledonia",,,https://en.wikipedia.org/wiki/Nengone_language
3706,Par%C3%A1_Ar%C3%A1ra_language,"['Hmong–Mien', 'Hmongic', 'East Hmongic', 'Qiandong Miao', 'Southern Qiandong Miao', 'Ná-Meo']",,neo,name1237,"1,000 (2015)[1]","Lang Son Province, Tuyen Quang Province",,,https://en.wikipedia.org/wiki/N%C3%A1-Meo_language
3707,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Berau Gulf', 'Yabin', 'Yahadian']",,ner,yaha1248,(500 cited 1991)[1],"Kampung Yahadian, Kais District and Kampung Mugim, Matemani District, South Sorong Regency in the Bird's Head Peninsula",,,https://en.wikipedia.org/wiki/Yahadian_language
3708,Par%C3%A1_Ar%C3%A1ra_language,"['Engan', '\nNorth Engan', 'Nete']",,Either:titlenettitle – Netetitlebirtitle – Bisorio,oute1259,"1,000 (2000–2003)[1]",East Sepik Province,,,https://en.wikipedia.org/wiki/Nete_language
3709,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Bahnaric', 'West', 'Heun']",,nev,nyah1249,"9,000 (2015)[1]",,,,https://en.wikipedia.org/wiki/Nyaheun_language
3710,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Newaric', 'Newar']","['Dolakhae', 'Sindhupalchok', 'Kathmandu', 'Lalitpur', 'Bhaktapur', 'Panauti', 'Banepa', 'Hetauda', 'Dhulikhel', 'Chitlang']",Variously:titlenewtitle – Newarititlenwxtitle – Middle Newartitlephjtitle – titlePahari Newar,newa1247,"880,000 (2021 census)[1]",Nepal Mandala," India
Sikkim (additional)
 Nepal

Bagmati Province (additional)
",,https://en.wikipedia.org/wiki/Newar_language
3711,Par%C3%A1_Ar%C3%A1ra_language,"['Yam', 'Nambu', 'Neme']",,nex,neme1244,200 (2018)[1],Western Province (Papua New Guinea),,,https://en.wikipedia.org/wiki/Neme_language
3712,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Eastern', 'Bété', '? ', 'Dida', '?', 'Neyo']",,ney,neyo1238,"(9,200 cited 1993)[1]",Ivory Coast,,,https://en.wikipedia.org/wiki/Neyo_language
3713,Par%C3%A1_Ar%C3%A1ra_language,"['Penutian', '?\n', 'Plateau Penutian', '?', 'Sahaptian', 'Nez Perce']",,nez,nezp1238,20 (2007)[2],Idaho,,,https://en.wikipedia.org/wiki/Nez_Perce_language
3714,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Sumba–Flores', '?', 'Sumba–Hawu', 'Savu', 'Dhao']",,nfa,dhao1237,"(5,000 cited 1997)[1]",Lesser Sunda Islands,,,https://en.wikipedia.org/wiki/Dhao_language
3715,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Ahwai']","['Ndun', 'Nyeng', 'Shakara']",nfd,ahwa1235,"15,000 (2006)[1]",Nigeria,,,https://en.wikipedia.org/wiki/Ahwai_language
3716,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Temotu', '\xa0?', 'Reefs – Santa Cruz', 'Äiwoo']",,nfl,ayiw1239,"(8,400 cited 1999)[1]","Santa Cruz Islands, eastern Solomons, Temotu Province.",,,https://en.wikipedia.org/wiki/%C3%84iwoo_language
3717,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Senufo', 'Southern', 'Nafaanra']",,nfr,nafa1258,"89,000 in Ghana (2017)[1]""Few"" in Côte d'Ivoire[1]","North-west corner of the Bono Region in Ghana, east of Bondoukou in Ivory Coast",,,https://en.wikipedia.org/wiki/Nafanan_language
3718,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Grassfields', 'Eastern', 'Nkambe', 'Mfumte']",,Variously:titlenfutitle – Mfumtetitlefumtitle – Fumtitlekdztitle – Kwaja (East Mfumte),mfum1239title  Mfumteictitlefumm1238title  Fum,"(24,700 Mfumte dialect cited 1982)[1]6,000 Kwaja and Ndaktup (2000), unknown number Fum",Cameroon,,,https://en.wikipedia.org/wiki/Mfumte_language
3719,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Savannas', 'Gbaya', 'Eastern', 'Gbanu–Ngbaka', 'Ngbaka']",,nga,ngba1285,1.02 million (2000)[1],,,,https://en.wikipedia.org/wiki/Ngbaka_Minagende_language
3720,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone C.40', ')', 'Buja–Ngombe', 'Ngombe']",,ngc,ngom1268,"(150,000 cited 1971)[1]",,,,https://en.wikipedia.org/wiki/Ngombe_language
3721,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C.10', ')', 'Ngondi–Ngiri', 'Ngando']","['Kota (', 'Dikota', ')', 'Ngando']",ngd,ngan1304,"(5,000 cited 1996)[1]",,,,https://en.wikipedia.org/wiki/Ngando_language_(Central_African_Republic)
3722,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Grassfields', 'Eastern Grassfields', 'Mbam-Nkam', 'Ngemba', 'Mankon']",,ngetitle  (Mankon–Mundum),ngem1255title  Ngemba (Mankon–Mundum),"19,000 (2002)[1](together with Mundum)",,,,https://en.wikipedia.org/wiki/Mankon_language
3723,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bade–Warji', 'Bade', ' (B.1)', 'Ngizim']",,ngi,ngiz1242,"(80,000 cited 1993)[1]",Yobe State,,,https://en.wikipedia.org/wiki/Ngizim_language
3724,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Momo', 'Ngie']",['Mengum'],ngj,ngie1242,"37,000 (2001)[1]",,,,https://en.wikipedia.org/wiki/Ngie_language
3725,Par%C3%A1_Ar%C3%A1ra_language,"['Macro-Gunwinyguan', '?\n', 'Gunwinyguan', 'Marne', 'Central Gunwinyguan', 'Dalabon']",,ngk,ngal1292,3 (2018)[1],Arnhem Land,,,https://en.wikipedia.org/wiki/Dalabon_language
3726,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Southern Bantu', 'Makua', 'Lomwe']","['Lomwe', 'Ngulu (Mihavane)']",ngl,lomw1241,"2,520,000 (2017)[1]",,, Malawi,https://en.wikipedia.org/wiki/Lomwe_language
3727,Par%C3%A1_Ar%C3%A1ra_language,"['Ngatikese', '–', 'English Creole']",,ngm,ngat1248,15–30 (2014)[1],"Sapwuahfik (Ngatik), Pohnpei",,,https://en.wikipedia.org/wiki/Ngatikese_Creole
