,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
2881,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', 'Ngero–Vitiaz', 'Southwest New Britain', 'Arawe–Pasismanua', 'Arawe', 'East', 'Lesing-Gelimi']","['Lesing (Amio)', 'Gelimi (Atui)']",let,lesi1239,"2,000 (2000 census)[1]",New Britain,Data not available,Data not available,https://en.wikipedia.org/wiki/Lesing-Gelimi_language,Lesing-Gelimi_language
2882,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(New Ireland)', 'Tungag–Nalik', 'Kara']",Data not available,leu,kara1486,"(5,000 cited 1998)[1]","New Ireland Province, Papua New Guinea",Data not available,Data not available,https://en.wikipedia.org/wiki/Kara_language_(Papua_New_Guinea),Kara_language_(Papua_New_Guinea)
2883,"['Trans–New Guinea', '\xa0?\n', 'West Bomberai', '\xa0?', 'Timor–Alor–Pantar', 'Alor–Pantar', 'Western Pantar']","['Lamma', 'Mauta', 'Tubbe']",lev,lamm1241,"10,300 (2014)[1]",Nusa Tenggara Timur,Data not available,Data not available,https://en.wikipedia.org/wiki/Western_Pantar_language,Western_Pantar_language
2884,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Kaili–Pamona', 'Northern', 'Kaili', 'Ledo Kaili']",Data not available,lew,ledo1238,"350,000 (2000 census)[1]",Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Ledo_Kaili_language,Ledo_Kaili_language
2885,"['Austronesian', 'Malayo-Polynesian', ' (MP)', 'Central–Eastern MP', 'Timoric', 'South–East Timor', 'Luangic–Kisaric', 'Luangic', 'Luang']","['Lakor', 'Luang', 'Moa', 'Wetan (Wetang)']",lex,luan1263,"(18,000 cited 1995)[1]",Babar Islands,Data not available,Data not available,https://en.wikipedia.org/wiki/Luang_language,Luang_language
2886,"['Austronesian', 'Malayo-Polynesian', 'South Sulawesi', 'Lemolang']",Data not available,ley,lemo1243,"(2,000 cited 1991)[1]",Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Lemolang_language,Lemolang_language
2887,"['Northeast Caucasian', 'Lezgic', 'Samur', 'Eastern Samur', 'Lezgi–', 'Aghul', '–', 'Tabasaran', 'Lezgin']",Data not available,lez,lezg1247,"630,000 (2020)[2]",Dagestan and Azerbaijan," Russia
 Dagestan
",Data not available,https://en.wikipedia.org/wiki/Lezgian_language,Lezgian_language
2888,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Bafia', ' (A.50)', 'Faʼ']",Data not available,lfa,lefa1242,"15,000 (2010)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Fa%CA%BC_language,Fa%CA%BC_language
2889,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Northwest Solomonic', 'New Georgia – Ysabel', 'New Georgia', 'Lungga']",Data not available,lga,lung1249,"(2,800 cited 1999)[1]",Solomon Islands,Data not available,Data not available,https://en.wikipedia.org/wiki/Lungga_language,Lungga_language
2890,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Northwest Solomonic', 'New Georgia – Ysabel', 'Ysabel', 'West Isabel', 'Laghu']",Data not available,lgb,lagh1246,Data not available,Santa Isabel Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Laghu_language,Laghu_language
2891,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Eastern', 'Moru–Madi', 'Central', 'Lugbara']",Data not available,Either:titlelggtitle – Lugbaratitlesnmtitle – Southern Ma'di,lugb1240title  Lugbaratitlesout2828title  S. Ma'di,1.6 million (2014 Census)[1],Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Lugbara_language,Lugbara_language
2892,"['Sino-Tibetan', 'Lolo-Burmese', 'Loloish', 'Southeastern', 'Highland Phula', 'Muji', 'Laghuu']",Data not available,lgh,lagh1245,300 (2002)[1],Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Laghuu_language,Laghuu_language
2893,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'North Sarawakan', 'Apo Duat', 'Lengilu']",Data not available,lgi,leng1260,3 (2000)[1],Borneo,Data not available,Data not available,https://en.wikipedia.org/wiki/Lengilu_language,Lengilu_language
2894,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Malakula', 'Malakula Interior', 'Neverver']","['Mindu', 'Wuli']",lgk,ling1265,560 (2012)[1],Central Malekula,Data not available,Data not available,https://en.wikipedia.org/wiki/Neverver_language,Neverver_language
2895,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita – San Cristobal', 'Malaita', 'Northern Malaita', 'Wala']",Data not available,lgl,wala1266,"(7,000 cited 1999)[1]",Solomon Islands,Data not available,Data not available,https://en.wikipedia.org/wiki/Langalanga_language,Langalanga_language
2896,"['Nilo-Saharan', '?\n', 'Komuz', '?', 'Koman', 'Opuuo']",Data not available,lgn,opuu1239,"20,000 (2014–2019)[1]",Along the Ethiopia–South Sudan border,Data not available,Data not available,https://en.wikipedia.org/wiki/Opuo_language,Opuo_language
2897,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Na-Togo', 'Logba']",Data not available,lgq,logb1245,"7,500 (2003)[1]","Volta Region, north-west of Ho",Data not available,Data not available,https://en.wikipedia.org/wiki/Logba_language,Logba_language
2898,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Gela–Guadalcanal', 'Gelic', 'Lengo']",Data not available,lgr,leng1259,"(14,000 cited 1999)[1]",Guadalcanal,Data not available,Data not available,https://en.wikipedia.org/wiki/Lengo_language,Lengo_language
2899,"['Sepik', 'Tama', 'Pahi']",Data not available,lgt,pahi1246,840 (2000 census)[1],Sandaun Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Pahi_language,Pahi_language
2900,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita – San Cristobal', 'Malaita', '?', 'Longgu']",Data not available,lgu,long1395,"1,500 (2002)[1]",Guadalcanal,Data not available,Data not available,https://en.wikipedia.org/wiki/Longgu_language,Longgu_language
2901,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C.40', ')', 'Buja–Ngombe', 'Gendza']",Data not available,lgz,lige1238,"(43,000 cited 1986)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Gendza_language,Gendza_language
2902,"['Kra–Dai', 'Kra', 'Laha']",Data not available,lha,laha1250,"(5,700 cited 1999 census)[1]",Vietnam,Data not available,Data not available,https://en.wikipedia.org/wiki/Laha_language,Laha_language
2903,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Central Maluku', '\xa0?', 'East Central Maluku', 'Seram', '\xa0?', 'Nunusaku', 'Piru Bay', 'East', 'Seram Straits', 'Ambon', 'Laha']",Data not available,lhh,laha1251,"(3,900 cited 1987)[1]","Ambon Island, Maluku",Data not available,Data not available,https://en.wikipedia.org/wiki/Laha_language_(Indonesia),Laha_language_(Indonesia)
2904,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', '(unclassified)', 'Chinali–Lahul', 'Lahul Lohar']",Data not available,lhl,lahu1250,(750 cited 1996)[1],Himachal Pradesh,Data not available,Data not available,https://en.wikipedia.org/wiki/Lahul_Lohar_language,Lahul_Lohar_language
2905,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Melanau–Kajang', 'Kajang', 'Lahanan']",Data not available,lhn,laha1253,(350 cited 1981)[1],Sarawak,Data not available,Data not available,https://en.wikipedia.org/wiki/Lahanan_language,Lahanan_language
2906,"['Sino-Tibetan', 'Tibeto-Burman', 'Kiranti', ' (?)', 'Dhimalish', ' (?)', 'Lhokpu']",Data not available,lhp,lhok1238,"(2,500 cited 1993)[1]","southwest Bhutan (Samtse, Chukha)",Data not available,Data not available,https://en.wikipedia.org/wiki/Lhokpu_language,Lhokpu_language
2907,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Northwest Semitic', 'Aramaic', 'Eastern Aramaic', 'Central Neo-Aramaic', 'Mlaḥsô']",Data not available,lhs,mlah1239,Data not available,"Originally two villages (Mlaḥsô/Yünlüce/Mela and ˁAnşa) near Lice in Diyarbakır Province of southeastern Turkey, later also Qamishli in northeastern Syria.",Data not available,Data not available,https://en.wikipedia.org/wiki/Mla%E1%B8%A5s%C3%B4_language,Mla%E1%B8%A5s%C3%B4_language
2908,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'North Vanuatu', 'Torres-Banks', 'Lo-Toga']","['Lo, Toga']",lht,loto1240,580 (2012)[1],Torres Islands,Data not available,Data not available,https://en.wikipedia.org/wiki/Lo-Toga_language,Lo-Toga_language
2909,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Lolo–Burmese', 'Loloish', '(Lahoish)', 'Lahu']",Data not available,Variously:titlelhutitle – Lahutitlelhititle – Lahu Shititlelkctitle – titleKucong,laho1234,"600,000 (2007–2012)[1]",Data not available,"Lancang Lahu Autonomous County, Yunnan",Data not available,https://en.wikipedia.org/wiki/Lahu_language,Lahu_language
2910,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Manus', 'West Manus', 'Likum']",Data not available,lib,liku1243,80 (2000)[1],"westernmost Manus Island, Manus Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Likum_language,Likum_language
2911,"['Kra–Dai', '\nHlai–', 'Jiamao', '?', 'Hlai']",Data not available,Either:titlelictitle – Hlaititlecuqtitle – titleCun,nucl1241,"(667,000 cited 1999)[1]",Hainan,Data not available,Data not available,https://en.wikipedia.org/wiki/Hlai_language,Hlai_language
2912,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Manus', 'West Manus', 'Nyindrou']",Data not available,lid,nyin1250,"(4,200 cited 1998)[1]","westernmost Manus Island, Manus Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Nyindrou_language,Nyindrou_language
2913,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Limbu']","['Phedape', 'Chhathare', 'Panthare', 'Tambarkhole']",lif,limb1266,"410,000 (2011–2021 censuses)[1]",Nepal; significant communities in Bhutan; Sikkim and Darjeeling district of India,"Nepal
Koshi Province
India

Sikkim (additional)
",Data not available,https://en.wikipedia.org/wiki/Limbu_language,Limbu_language
2914,"['Niger–Congo', 'Mande', 'Western Mande', 'Central', 'Manding–Jogo', 'Jogo–Jeri', 'Jogo', 'Ligbi']",Data not available,lig,ligb1244,"(19,000 cited 1991–2003)[1]","Brong-Ahafo region, adjacent part of Ivory Coast",Data not available,Data not available,https://en.wikipedia.org/wiki/Ligbi_language,Ligbi_language
2915,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Meso-Melanesian', '(New Ireland)', 'Tabar', 'Lihir']",Data not available,lih,lihi1237,"13,000 (2000 census)[1]","Lihir Island, off New Ireland",Data not available,Data not available,https://en.wikipedia.org/wiki/Lihir_language,Lihir_language
2916,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Romance', 'Gallo-Italic', 'Ligurian ', '/', ' Genoese']","['Brigasc', 'Genoese', 'Intemelio', 'Monégasque', 'Royasc', 'Tabarchino']",lij,ligu1248,"600,000 (2002)[1]",Italy • Liguria • Southern Piedmont • Southwestern Lombardy • Western Emilia-Romagna • Southwestern SardiniaFrance • Southeastern Provence-Alpes-Côte d'Azur • Southern Corsica," Monaco (as Monégasque)
 Italy

•  Liguria",Data not available,https://en.wikipedia.org/wiki/Ligurian_language,Ligurian_language
2917,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone D.20', ')', 'Boan', '?', 'Bomokandian', 'Lika']",Data not available,lik,lika1243,"(60,000 cited 1989)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Lika_language,Lika_language
2918,"['Salishan', 'Interior Salish', 'Northern', 'Lillooet']",Data not available,lil,lill1248,315 (2016)[2],British Columbia,Data not available,Data not available,https://en.wikipedia.org/wiki/Lillooet_language,Lillooet_language
2919,"['Indo-European', 'Germanic', 'West Germanic', 'Weser-Rhine Germanic', 'Low Franconian', 'Limburgish']",Data not available,lim,limb1263title  titleLimburgan,1.3 million in Netherlands and Belgium[citation needed] (2001)[1]unknown number in Germany,Limburg (Netherlands) Limburg (Belgium),Data not available,"Netherlands
– Statutory provincial language in Limburg Province (1996, Ratification Act, ECRML, No. 136), effective 1997.[2]",https://en.wikipedia.org/wiki/Limburgish,Limburgish
2920,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Bangi–Ntomba', ' (C.30)', 'Bangi–Moi', 'Bangi', 'Lingala']",['Bangala'],lin,ling1269,Native speakers: 20 million (2020)[1]L2 speakers: 20 million speakers (2020)[1],Congo River,"
 Congo–Kinshasa (national language)
 Congo-Brazzaville (national language)
",Data not available,https://en.wikipedia.org/wiki/Lingala,Lingala
2921,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', 'Sarmi – Jayapura Bay', 'Sarmi', 'Liki']",Data not available,lio,liki1241,11 (2005)[1],Papua,Data not available,Data not available,https://en.wikipedia.org/wiki/Liki_language,Liki_language
2922,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Na-Togo', 'Lelemi', 'Likpe']",Data not available,lip,sekp1241,"23,000 (2003)[1]","Oti Region, north of Hohoe",Data not available,Data not available,https://en.wikipedia.org/wiki/Likpe_language,Likpe_language
2923,"['Afro-Asiatic', 'Cushitic', 'Highland East', 'Hadiyya', 'Libido']",Data not available,liq,libi1250,"59,000 (2007 census)[1]","Gurage, Hadiya, Kembata regions",Data not available,Data not available,https://en.wikipedia.org/wiki/Libido_language,Libido_language
2924,"['English Creole', '\nAtlantic', 'Merico', 'Kolokwa English']",Data not available,lir,libe1240,"Native: 100,000 (2015)[1]L2: 5 million (2021)[1]",Liberia,Data not available,Data not available,https://en.wikipedia.org/wiki/Liberian_Kreyol,Liberian_Kreyol
2925,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Loloish', 'Lisoish', 'Lisu–Lalo', 'Lisu']",Data not available,lis,lisu1250,"c. 940,000 (2000–2007)[1]",Data not available,"Weixi Lisu Autonomous County, Nujiang Lisu Autonomous Prefecture (PRC)",Data not available,https://en.wikipedia.org/wiki/Lisu_language,Lisu_language
2926,"['Indo-European', 'Balto-Slavic', 'Baltic', 'East Baltic', 'Lithuanian']","['Samogitian', ', ', 'Aukštaitian']",Either:titlelittitle – Modern Lithuaniantitleolttitle – Old Lithuanian,lith1251,3.0 million (2012)[1],Baltic, Lithuania European Union, Poland,https://en.wikipedia.org/wiki/Lithuanian_language,Lithuanian_language
2927,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Kir–Abbaian', '?', 'Daju', 'Eastern', 'Logorik']","['Liguri', 'Saburi', 'Tallau']",liu,logo1261,"(2,000 cited 1971)[1]",South Kordofan,Data not available,Data not available,https://en.wikipedia.org/wiki/Logorik_language,Logorik_language
2928,"['Uralic', 'Finno-Ugric', 'Finno-Permic', '?', 'Finno-Samic', '?', 'Finnic', 'Southern Finnic', 'Livonian']","['Courland', 'Salaca', ' ', '†', '[5]']",liv,livv1244,Data not available,Livonian Coast,Data not available,Latvia[6],https://en.wikipedia.org/wiki/Livonian_language,Livonian_language
2929,"['Austronesian', 'Malayo-Polynesian', '(disputed)', 'Malayic', 'Col']",Data not available,liw,coll1240,"150,000 (2000 census)[1]",Sumatra,Data not available,Data not available,https://en.wikipedia.org/wiki/Col_language,Col_language
2930,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Muna–Buton', 'Munan', 'Munic', 'Western', 'Liabuku']",Data not available,lix,liab1237,75 (2004)[1],Buton Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Liabuku_language,Liabuku_language
2931,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Bangi–Ntomba', ' (C.30)', 'Zamba–Binza', 'Binza']",Data not available,liz,libi1244,"(10,000 cited 1986)[1]",Ngiri and Mwanda rivers,Data not available,Data not available,https://en.wikipedia.org/wiki/Binza_language,Binza_language
2932,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Kaili–Pamona', 'Southern', 'Rampi']",['Leboni'],lje,ramp1243,"10,000 (2006)[1]",Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Rampi_language,Rampi_language
2933,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Wotu–Wolio', 'Kalao–Laiyolo', 'Laiyolo']","['Laiyolo', 'Barang-Barang']",lji,laiy1246,(800 cited 1997)[1],Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Laiyolo_language,Laiyolo_language
2934,"['Pama–Nyungan', 'Maric', '\xa0?', '[2]', 'Yirandhali']",Data not available,ljw,yira1239,Data not available,Queensland,Data not available,Data not available,https://en.wikipedia.org/wiki/Yirandhali_language,Yirandhali_language
2935,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Lolo–Burmese', 'Loloish', 'Lahoish', 'Lahu', 'Kucong']",Data not available,lkc,kuco1235,"50,000 (2007)[1]",Yunnan,Data not available,Data not available,https://en.wikipedia.org/wiki/Kucong_language,Kucong_language
2936,"['Sino-Tibetan', 'Tibeto-Kanauri', '\xa0?', 'Bodish', 'Tibetic', 'Dzongkha–Lhokä', 'Lakha']",Data not available,lkh,lakh1240,"(8,000 cited 1993)[1]",Bhutan,Data not available,Data not available,https://en.wikipedia.org/wiki/Lakha_language,Lakha_language
2937,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western Iranian', 'Northwestern Iranian', 'Kurdish', 'Southern Kurdish', '[2]', 'Laki']",Data not available,lki,laki1244,"680,000 (2021)[1]","Provinces of Hamadan, Ilam, Lorestan and Kermanshah in Iran, and scatteredly elsewhere in Iran and Turkey",Data not available,Data not available,https://en.wikipedia.org/wiki/Laki_language,Laki_language
2938,"['Austronesian', 'Malayo-Polynesian', 'Malayo-Sumbawan', 'Malayic', 'Ibanic', 'Remun']",Data not available,lkj,remu1237,"3,500 (2000)[1]",Sarawak,Data not available,Data not available,https://en.wikipedia.org/wiki/Remun_language,Remun_language
2939,"['Torricelli', 'Maimai', 'Laeko']",Data not available,lkl,laek1243,ca. 720 (2003)[1],Sandaun Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Laeko_language,Laeko_language
2940,"['Pama–Nyungan', 'Nyungic', 'Kalamaya–Natingero', 'Kalaamaya']",['?Nyaki Nyaki'],lkm,kala1401,1 fluent L2; several partial (2021)[1],Western Australia,Data not available,Data not available,https://en.wikipedia.org/wiki/Kalaamaya_language,Kalaamaya_language
2941,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'North Vanuatu', 'Torres-Banks', 'Lakon']",Data not available,lkn,lako1245,800 (2012)[1],Gaua,Data not available,Data not available,https://en.wikipedia.org/wiki/Lakon_language,Lakon_language
2942,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Great Lakes Bantu', 'Masaba–Luhya (J.30)', 'Khayo']",Data not available,lko,khay1238,"130,000 (2009 census)[1]",Busia District,Data not available,Data not available,https://en.wikipedia.org/wiki/Khayo_language,Khayo_language
2943,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Kir–Abbaian', '?', 'Nilotic', 'Western', 'Luo', 'Northern', 'Päri']",Data not available,lkr,pari1256,"79,000 (2017)[1]",Upper Nile State,Data not available,Data not available,https://en.wikipedia.org/wiki/P%C3%A4ri_language,P%C3%A4ri_language
2944,"['Siouan', 'Western Siouan', 'Mississippi Valley Siouan', 'Dakotan', 'Sioux', 'Lakota']",Data not available,lkt,lako1247,"(2,100, 29% of ethnic population cited 1997–2016)[1]","Primarily North Dakota and South Dakota, but also northern Nebraska, southern Minnesota, and northern Montana",Data not available,Data not available,https://en.wikipedia.org/wiki/Lakota_language,Lakota_language
2945,"['Pama–Nyungan', '\n(unclassified, ', 'possibly ', 'Karnic', ')', 'Kungkari']",Data not available,lku,kuun1236,Data not available,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Kungkari_language,Kungkari_language
2946,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '?', 'Kir–Abbaian', '?', 'Nilotic', 'Eastern Nilotic', 'Ateker', '–Lotuko–', 'Maa', 'Lotuko–', 'Maa', 'Lotuko', 'Lotuko', '–Lokoya', 'Lokoya']",Data not available,lky,loko1254,"85,000 (2017)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Lokoya_language,Lokoya_language
2947,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Bambukic', 'Yungur', 'Yungur–Roba', 'Lala']",Data not available,lla,lala1261,"232,987 (2010)[1]",Adamawa State,Data not available,Data not available,https://en.wikipedia.org/wiki/Lala-Roba_language,Lala-Roba_language
2948,"['Niger–Congo', 'Mande', 'Western Mande', 'Central–Western', 'Central Mande', 'Manding–Jogo', 'Manding–Vai', 'Manding–Mokole', 'Mokole', 'Lele']",Data not available,llc,lele1266,"49,000 (2017)[1]",Kissidougou and Guéckédou Prefectures,Data not available,Data not available,https://en.wikipedia.org/wiki/Lele_language_(Guinea),Lele_language_(Guinea)
2949,"['Indo-European', 'Italic', 'Latino-Faliscan', 'Latin', 'Romance', 'Italo-Western', 'Western Romance', 'Gallo-Iberian', 'Gallo-Romance', 'Rhaeto-Romance', ' or Gallo-Rhaetian', '[4]', 'Ladin']","['Cadorino', 'Nones', 'Fornes', 'etc.']",lld,ladi1250,"41,129 (2006[1]–2011[2][3])",Ladinia (Trentino-Alto Adige/SüdtirolVeneto),Data not available,Data not available,https://en.wikipedia.org/wiki/Ladin_language,Ladin_language
2950,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Manus', 'East Manus', 'Lele']",Data not available,lle,lele1270,"3,181 (2015)[1]","northeastern Manus Island, Manus Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Lele_language_(Papua_New_Guinea),Lele_language_(Papua_New_Guinea)
2951,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Admiralty Islands', 'Eastern Admiralty Islands', 'Manus', 'West Manus', 'Hermit']",Data not available,llf,herm1237,Data not available,"Hermit, Luf and Maron Islands, western Manus Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Hermit_language,Hermit_language
2952,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Timor–Babar', 'Rote–Meto', 'Nuclear Rote', 'Lole']","['Lole', ""Ba'a""]",llg,lole1239,"20,000 (2002)[1]",Rote Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Lole_language,Lole_language
2953,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Lolo–Burmese', 'Loloish', 'Lisoish', 'Lisu–Lalo\xa0?', 'Micha', 'Lamu']",Data not available,llh,lamu1257,120 (2007)[2],Yunnan,Data not available,Data not available,https://en.wikipedia.org/wiki/Lamu_language,Lamu_language
2954,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'North Sarawakan', 'Berawan–Lower Baram', 'Lower Baram', 'Lelak–Narom', 'Lelak']",Data not available,llk,lela1246,Data not available,Sarawak,Data not available,Data not available,https://en.wikipedia.org/wiki/Lelak_language,Lelak_language
2955,"['Torricelli', ' – Sepik Coast\n', '\nSepik Coast', 'Monumbo', 'Ngaimbom–Lilau', 'Lilau']",Data not available,lll,lila1246,"(450, including Ngaimbom cited 1981)[1]","Lilau ward, Almami Rural LLG, Bogia District, Madang Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Lilau_language,Lilau_language
2956,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Muna–Buton', 'Buton', 'Lasalimu']",Data not available,llm,lasa1237,"(1,700 cited 1999)[1]","Buton Island, Sulawesi",Data not available,Data not available,https://en.wikipedia.org/wiki/Lasalimu_language,Lasalimu_language
2957,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic A', 'Nancere', ' (A.2.1)', 'Lele']",Data not available,lln,lele1276,"(26,000 cited 1991)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Lele_language_(Chad),Lele_language_(Chad)
2958,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Epi-Efate', 'Efate', 'North Efate']",Data not available,llp,nort2836,"9,500 (2001)[1]","Efate, Vanuatu",Data not available,Data not available,https://en.wikipedia.org/wiki/North_Efate_language,North_Efate_language
2959,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Gorontalo–Mongondow', 'Gorontalic', 'Lolak']",Data not available,llq,lola1250,< 50 (2017)[1],North Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Lolak_language,Lolak_language
2960,"['influenced by ', 'Russian Sign']",Data not available,lls,lith1236,"8,000 (2021)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Lithuanian_Sign_Language,Lithuanian_Sign_Language
2961,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita – San Cristobal', 'Malaita', 'Northern Malaita', 'Lau']",Data not available,llu,lauu1247,"(17,000 cited 1999)[1]",Northeast Malaita Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Lau_language_(Malaita),Lau_language_(Malaita)
2962,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Central Pacific', 'East Fijian', 'Lauan']",Data not available,llx,laua1243,"(16,000 cited 1981)[1]","Lau, Nayau, Lakeba, Oneata, Moce, Komo, Namuka, Kabara, Vulaga, Ogea, Vatoa islands",Data not available,Data not available,https://en.wikipedia.org/wiki/Lauan_language,Lauan_language
2963,"['Darwin Region', 'Limilngan languages', 'Limilngan']",Data not available,lmc,nucl1327,Data not available,"Arnhem Land, Northern Territory",Data not available,Data not available,https://en.wikipedia.org/wiki/Limilngan_language,Limilngan_language
2964,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Talodi–Heiban', 'Talodi', 'Tocho', 'Lumun']",Data not available,lmd,lumu1239,"15,000 (2014)[1]",Nuba Hills,Data not available,Data not available,https://en.wikipedia.org/wiki/Lumun_language,Lumun_language
2965,"['Afro-Asiatic', 'Chadic', 'Masa', 'South', 'Peve–Kaɗo', 'Pévé']",Data not available,lme,peve1243,"(ca. 35,000 cited 1999–2000)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Peve_language,Peve_language
2966,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Flores–Lembata', 'Lamaholot', 'Levuka–South Lembata', 'East Atadei']",Data not available,lmf,sout2896,"7,000 (2008 census)[1]",Lembata,Data not available,Data not available,https://en.wikipedia.org/wiki/East_Atadei_language,East_Atadei_language
