Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
Dusner,20,Critically endangered,https://en.wikipedia.org/wiki/Dusner_language
Forest Enets,20,Critically endangered,https://en.wikipedia.org/wiki/Enets_language
Foya,20,Critically endangered,https://en.wikipedia.org/wiki/Foya
Hermit,20,Critically endangered,https://en.wikipedia.org/wiki/Hermit
Jawoyn,20,Severely endangered,https://en.wikipedia.org/wiki/Jawoyn
Kamasa,20,Critically endangered,https://en.wikipedia.org/wiki/Kamasa
Kanakanabu,20,Critically endangered,https://en.wikipedia.org/wiki/Kanakanavu_language
Kembra,20,Critically endangered,https://en.wikipedia.org/wiki/Kembra
Kilen,20,Critically endangered,https://en.wikipedia.org/wiki/Kilen
Kim,20,Critically endangered,https://en.wikipedia.org/wiki/Kim
Koko Bera,20,Severely endangered,https://en.wikipedia.org/wiki/Kokopera
Kulina Páno,20,Severely endangered,
Leco,20,Critically endangered,https://en.wikipedia.org/wiki/LECO_Corporation
Loun,20,Critically endangered,https://en.wikipedia.org/wiki/Loun
Mander,20,Critically endangered,https://en.wikipedia.org/wiki/Mander
Mangarla,20,Critically endangered,https://en.wikipedia.org/wiki/Mangarla
Maringarr,20,Critically endangered,https://en.wikipedia.org/wiki/Marringarr_language
Nataoran,20,Critically endangered,https://en.wikipedia.org/wiki/Amis_language
Nez Perce,20,Critically endangered,https://en.wikipedia.org/wiki/Nez_Perce
Nisvai,20,Critically endangered,https://en.wikipedia.org/wiki/Nisvai_language
Nyamal,20,Severely endangered,https://en.wikipedia.org/wiki/Nyamal
Nyikina,20,Severely endangered,https://en.wikipedia.org/wiki/Nyigina
Panamint,20,Critically endangered,https://en.wikipedia.org/wiki/Panamint
Pite Saami,20,Critically endangered,https://en.wikipedia.org/wiki/Pite_S%C3%A1mi
Qawasqar,20,Critically endangered,https://en.wikipedia.org/wiki/Kaw%C3%A9sqar
Red Gelao (Viet Nam),20,Critically endangered,
Somyev,20,Critically endangered,https://en.wikipedia.org/wiki/Somyev_language
Ume Saami,20,Critically endangered,https://en.wikipedia.org/wiki/Ume_S%C3%A1mi
Usku,20,Critically endangered,https://en.wikipedia.org/wiki/Usku_language
Vote,20,Critically endangered,https://en.wikipedia.org/wiki/Voting
Wajarri,20,Severely endangered,https://en.wikipedia.org/wiki/Wajarri
Wambaya,20,Critically endangered,https://en.wikipedia.org/wiki/Wambaya
Warekena (Brazil),20,Critically endangered,
White Gelao (Viet Nam),20,Severely endangered,
Mixtec of Tlaltempan,19,Definitely endangered,https://en.wikipedia.org/wiki/Chigmecatitl%C3%A1n_Mixtec
Uruak,19,Critically endangered,
Pacahuara,18,Critically endangered,https://en.wikipedia.org/wiki/Pacahuara
Ririo,18,Critically endangered,https://en.wikipedia.org/wiki/Ririo_language
Ava-Canoeiro,16,Critically endangered,
Chorotega,16,Critically endangered,https://en.wikipedia.org/wiki/Chorotega
Ainu (Hokkaido),15,Critically endangered,
Jaminjung,15,Severely endangered,https://en.wikipedia.org/wiki/Jamindjung
Mwesen,15,Critically endangered,https://en.wikipedia.org/wiki/Mwesen_language
Sechelt,15,Critically endangered,https://en.wikipedia.org/wiki/Sechelt
Tanana,15,Critically endangered,https://en.wikipedia.org/wiki/Tanana
Ingalik,14,Critically endangered,https://en.wikipedia.org/wiki/Deg_Xit%CA%BCan
Jingulu,14,Severely endangered,https://en.wikipedia.org/wiki/Jingulu
Zapotec of Mixtepe,14,Critically endangered,https://en.wikipedia.org/wiki/Mixtepec_Zapotec
Woria,13,Critically endangered,https://en.wikipedia.org/wiki/Woria_language
Aruá,12,Severely endangered,https://en.wikipedia.org/wiki/Aru%C3%A1_language
Han (United States of America),12,Critically endangered,
Hupa,12,Critically endangered,https://en.wikipedia.org/wiki/Hupa
Karuk,12,Severely endangered,https://en.wikipedia.org/wiki/Karuk
Makah,12,Critically endangered,https://en.wikipedia.org/wiki/Makah
Ngaatjatjara,12,Severely endangered,
Ngaliwuru,12,Critically endangered,https://en.wikipedia.org/wiki/Ngaliwurru_people
Ofayé,12,Critically endangered,https://en.wikipedia.org/wiki/Ofay%C3%A9
Umpila,12,Severely endangered,https://en.wikipedia.org/wiki/Umpila
Yurok,12,Critically endangered,https://en.wikipedia.org/wiki/Yurok
Kinikinau,11,Critically endangered,
Wagiman,11,Severely endangered,https://en.wikipedia.org/wiki/Wagiman
Achumawi,10,Critically endangered,https://en.wikipedia.org/wiki/Achomawi
Arho,10,Critically endangered,
Arikara,10,Critically endangered,https://en.wikipedia.org/wiki/Arikara
Ayizi,10,Critically endangered,https://en.wikipedia.org/wiki/Gepo_language
Bangsa,10,Critically endangered,
Ch'orti' (Honduras),10,Critically endangered,
Chung (Thailand),10,Critically endangered,
Copper Island Aleut,10,Critically endangered,https://en.wikipedia.org/wiki/Mednyj_Aleut_language
Gros Ventre,10,Critically endangered,https://en.wikipedia.org/wiki/Gros_Ventre
Gweno,10,Critically endangered,https://en.wikipedia.org/wiki/Gweno_language
Hoti,10,Critically endangered,https://en.wikipedia.org/wiki/Hoti
Hulung,10,Critically endangered,https://en.wikipedia.org/wiki/Hulung_language
Ibu,10,Critically endangered,https://en.wikipedia.org/wiki/IBU
Iranxe,10,Critically endangered,https://en.wikipedia.org/wiki/Irantxe_language
Kamarian,10,Critically endangered,https://en.wikipedia.org/wiki/Kamarian_language
Karajarri,10,Critically endangered,https://en.wikipedia.org/wiki/Karajarri
Karipuna,10,Definitely endangered,https://en.wikipedia.org/wiki/Karipuna_language
Katawixi,10,Critically endangered,https://en.wikipedia.org/wiki/Katawixi_language
Kawaiisu,10,Critically endangered,https://en.wikipedia.org/wiki/Kawaiisu
Khövsgöl Uryangkhay,10,Critically endangered,
Krenak,10,Critically endangered,https://en.wikipedia.org/wiki/Aimor%C3%A9
Kurrama,10,Critically endangered,https://en.wikipedia.org/wiki/Kurrama_people
Lardil,10,Critically endangered,https://en.wikipedia.org/wiki/Lardil
Lom,10,Critically endangered,https://en.wikipedia.org/wiki/Lom
Lorediakarkar,10,Critically endangered,https://en.wikipedia.org/wiki/Nethalp_language
Madngele,10,Critically endangered,https://en.wikipedia.org/wiki/Matngala_language
Malak Malak,10,Critically endangered,https://en.wikipedia.org/wiki/Mulluk-Mulluk
Manchu (Amur),10,Critically endangered,
Manchu (Nonni),10,Critically endangered,
Mandan,10,Critically endangered,https://en.wikipedia.org/wiki/Mandan
Marrisyefin,10,Critically endangered,
Massalat,10,Critically endangered,https://en.wikipedia.org/wiki/Masalit_language
Matanvat,10,Critically endangered,
Matipu,10,Critically endangered,https://en.wikipedia.org/wiki/Matipu
Mawayana (Brazil),10,Critically endangered,
Munsee (Canada),10,Critically endangered,
Naati,10,Critically endangered,
Ngardi,10,Critically endangered,https://en.wikipedia.org/wiki/Ngardi
Ngbinda,10,Critically endangered,https://en.wikipedia.org/wiki/Ngbinda_language
Northern Paiute (Idaho),10,Critically endangered,
Nusa Laut,10,Critically endangered,https://en.wikipedia.org/wiki/Nusa_Laut
Oneida (Wisconsin),10,Critically endangered,
Onondaga (New York),10,Critically endangered,
Osage,10,Critically endangered,https://en.wikipedia.org/wiki/Osage
Parintintin,10,Critically endangered,https://en.wikipedia.org/wiki/Parintint%C3%ADn
Pawnee,10,Critically endangered,https://en.wikipedia.org/wiki/Pawnee
Puari,10,Critically endangered,
Rembarrnga,10,Critically endangered,https://en.wikipedia.org/wiki/Rembarrnga
Sene,10,Critically endangered,https://en.wikipedia.org/wiki/Sene
Sowa,10,Critically endangered,https://en.wikipedia.org/wiki/Sowa
Susuami,10,Critically endangered,https://en.wikipedia.org/wiki/Susuami_language
Taap,10,Critically endangered,
Tape,10,Critically endangered,https://en.wikipedia.org/wiki/Tape
Ter Saami,10,Critically endangered,https://en.wikipedia.org/wiki/Ter_S%C3%A1mi
Thao,10,Critically endangered,https://en.wikipedia.org/wiki/Thao
Tule-Kaweah Yokuts,10,Critically endangered,https://en.wikipedia.org/wiki/Tule-Kaweah_Yokuts
Tundra Enets,10,Critically endangered,https://en.wikipedia.org/wiki/Enets_language
Wichita,10,Critically endangered,https://en.wikipedia.org/wiki/Wichita
Xambioá,10,Critically endangered,https://en.wikipedia.org/wiki/Xambio%C3%A1
Yawalapiti,10,Critically endangered,https://en.wikipedia.org/wiki/Yawalapiti
Yiiji,10,Critically endangered,https://en.wikipedia.org/wiki/Yeidji
Arára Shawãdáwa,9,Critically endangered,
Kuuku Ya'u,9,Critically endangered,https://en.wikipedia.org/wiki/Pakadji
Ngandi,9,Critically endangered,https://en.wikipedia.org/wiki/Ngandi
Ngarluma,9,Critically endangered,https://en.wikipedia.org/wiki/Ngarluma
Zaparo,9,Critically endangered,https://en.wikipedia.org/wiki/Zapara
Ongota,8,Critically endangered,https://en.wikipedia.org/wiki/Ongota_language
Ajuru,8,Severely endangered,https://en.wikipedia.org/wiki/Nnaemeka_Ajuru
Araki,8,Critically endangered,https://en.wikipedia.org/wiki/Araki
Ayapanec,8,Critically endangered,https://en.wikipedia.org/wiki/Ayapa_Zoque
Busuu,8,Critically endangered,https://en.wikipedia.org/wiki/Busuu
Chamicuro,8,Critically endangered,https://en.wikipedia.org/wiki/Chamicuro_language
Dumi,8,Critically endangered,https://en.wikipedia.org/wiki/Dumi
Kayardild,8,Critically endangered,https://en.wikipedia.org/wiki/Kayardild_language
Munichi,8,Critically endangered,https://en.wikipedia.org/wiki/Munichi_language
N|uu,8,Critically endangered,
Xetá,8,Critically endangered,https://en.wikipedia.org/wiki/Xeta_language
Kiksht,7,Critically endangered,https://en.wikipedia.org/wiki/Upper_Chinook_language
Makolkol,7,Critically endangered,https://en.wikipedia.org/wiki/Makolkol_language
Akuntsu,6,Critically endangered,https://en.wikipedia.org/wiki/Akuntsu
Anambé,6,Critically endangered,https://en.wikipedia.org/wiki/Anambe
Arabana,6,Critically endangered,https://en.wikipedia.org/wiki/Arabana_people
Ipai,6,Critically endangered,https://en.wikipedia.org/wiki/Kumeyaay
Karaim (Western Ukraine),6,Critically endangered,
Kings River Yokuts,6,Critically endangered,https://en.wikipedia.org/wiki/Kings_River_Yokuts
Korana,6,Critically endangered,https://en.wikipedia.org/wiki/Korana
Mangarrayi,6,Critically endangered,https://en.wikipedia.org/wiki/Mangarayi
Northern Sierra Miwok,6,Critically endangered,https://en.wikipedia.org/wiki/Northern_Sierra_Miwok
Abaga,5,Critically endangered,https://en.wikipedia.org/wiki/Abaga
"Aleut (Western, Commander Islands)",5,Critically endangered,
Aqaw Gelao,5,Critically endangered,
Aveteian,5,Critically endangered,
Central Selkup,5,Critically endangered,
Cocama-Cocamilla (Brazil),5,Critically endangered,
Dyirbal,5,Critically endangered,https://en.wikipedia.org/wiki/Dyirbal
Gamilaraay,5,Critically endangered,https://en.wikipedia.org/wiki/Gamilaraay
Great andamanese,5,Critically endangered,
Guató,5,Critically endangered,https://en.wikipedia.org/wiki/Guat%C3%B3
Holikachuk,5,Critically endangered,https://en.wikipedia.org/wiki/Holikachuk
Iduh (Viet Nam),5,Critically endangered,
Isarog Agta,5,Critically endangered,https://en.wikipedia.org/wiki/Inagta_Partido_language
Itonama,5,Critically endangered,https://en.wikipedia.org/wiki/Itonama_language
Juma,5,Critically endangered,https://en.wikipedia.org/wiki/Juma
Kalispel,5,Critically endangered,https://en.wikipedia.org/wiki/Pend_d%27Oreilles
Kanoê,5,Critically endangered,https://en.wikipedia.org/wiki/Kano%C3%AA
Liki,5,Critically endangered,"https://en.wikipedia.org/wiki/Liski,_Iran"
Luiseño,5,Critically endangered,https://en.wikipedia.org/wiki/Luise%C3%B1o
Lushootseed,5,Critically endangered,https://en.wikipedia.org/wiki/Lushootseed
Manchurian Kirghiz,5,Critically endangered,https://en.wikipedia.org/wiki/Fuyu_Kyrgyz
Mansim,5,Critically endangered,https://en.wikipedia.org/wiki/Mansim_language
Naman,5,Critically endangered,https://en.wikipedia.org/wiki/Naman
Nasarian,5,Critically endangered,https://en.wikipedia.org/wiki/Nasarian_language
Navwien,5,Critically endangered,https://en.wikipedia.org/wiki/Navwien_language
Ndai,5,Critically endangered,https://en.wikipedia.org/wiki/Ndai
Ngalakan,5,Critically endangered,https://en.wikipedia.org/wiki/Ngalakgan
Nivat,5,Critically endangered,
Niviar,5,Critically endangered,
Olrat,5,Critically endangered,https://en.wikipedia.org/wiki/Olrat_language
Oro Win,5,Critically endangered,https://en.wikipedia.org/wiki/Oro_Win_language
Paunaca,5,Critically endangered,https://en.wikipedia.org/wiki/Pauna_language
Resígaro,5,Critically endangered,https://en.wikipedia.org/wiki/Res%C3%ADgaro_language
Sorsorian,5,Critically endangered,
Southern Selkup,5,Critically endangered,
Tuzantec,5,Critically endangered,https://en.wikipedia.org/wiki/Mocho%CA%BC_language
Umbrul,5,Critically endangered,
Vano,5,Critically endangered,https://en.wikipedia.org/wiki/Vano
Wunambal,5,Critically endangered,https://en.wikipedia.org/wiki/Wunambal
Yuchi,5,Critically endangered,https://en.wikipedia.org/wiki/Yuchi
Bonerif,4,Critically endangered,https://en.wikipedia.org/wiki/Bonerif_language
Coeur d'Alene,4,Critically endangered,https://en.wikipedia.org/wiki/Coeur_d%27Alene
Dharawal,4,Critically endangered,https://en.wikipedia.org/wiki/Dharawal
Guranalum,4,Critically endangered,
Lengilu,4,Critically endangered,https://en.wikipedia.org/wiki/Lengilu_language
Njerep,4,Critically endangered,https://en.wikipedia.org/wiki/Njerep_language
Ouma,4,Critically endangered,https://en.wikipedia.org/wiki/Ouma
Paakantyi,4,Critically endangered,https://en.wikipedia.org/wiki/Paakantyi
Saponi,4,Critically endangered,https://en.wikipedia.org/wiki/Saponi
Tanema,4,Critically endangered,https://en.wikipedia.org/wiki/Tanema_language
Tehuelche,4,Critically endangered,https://en.wikipedia.org/wiki/Tehuelche
Totoró,4,Critically endangered,"https://en.wikipedia.org/wiki/Totor%C3%B3,_Cauca"
Waanyi,4,Critically endangered,https://en.wikipedia.org/wiki/Waanyi
Worrorra,4,Critically endangered,https://en.wikipedia.org/wiki/Worrorra
Awakatek (Mexico),3,Critically endangered,
Baldemu,3,Critically endangered,https://en.wikipedia.org/wiki/Baldemu_language
Bung,3,Critically endangered,https://en.wikipedia.org/wiki/Stopper_(plug)
Canichana,3,Extinct,https://en.wikipedia.org/wiki/Canichana_language
Central Pomo,3,Critically endangered,https://en.wikipedia.org/wiki/Central_Pomo_language
Central Sierra Miwok,3,Critically endangered,https://en.wikipedia.org/wiki/Central_Sierra_Miwok
Chemehuevi,3,Critically endangered,https://en.wikipedia.org/wiki/Chemehuevi
Kiowa Apache,3,Critically endangered,https://en.wikipedia.org/wiki/Plains_Apache
Konkow,3,Critically endangered,https://en.wikipedia.org/wiki/Maidu
Lake Miwok,3,Critically endangered,https://en.wikipedia.org/wiki/Lake_Miwok
Mabiri,3,Critically endangered,
Mescalero-Chiricahua Apache (Oklahoma),3,Critically endangered,
Northern Pomo,3,Critically endangered,https://en.wikipedia.org/wiki/Northern_Pomo_language
Sabanê,3,Critically endangered,https://en.wikipedia.org/wiki/Saban%C3%AA_language
Southern Pomo,3,Critically endangered,https://en.wikipedia.org/wiki/Southern_Pomo_language
Southern Sierra Miwok,3,Critically endangered,https://en.wikipedia.org/wiki/Southern_Sierra_Miwok
Tubatulabal,3,Critically endangered,https://en.wikipedia.org/wiki/T%C3%BCbatulabal
Tuscarora (United States of America),3,Critically endangered,
Ura,3,Critically endangered,https://en.wikipedia.org/wiki/Ura
Andoa (Peru),2,Critically endangered,
Arikapu,2,Critically endangered,https://en.wikipedia.org/wiki/Arikap%C3%BA_language
Aurê-Aurá,2,Critically endangered,
Baré (Brazil),2,Critically endangered,
Cayuvava,2,Critically endangered,
Gajerrong,2,Critically endangered,https://en.wikipedia.org/wiki/Gajirrawoong
Ganggalidda,2,Critically endangered,https://en.wikipedia.org/wiki/Yukulta
Guarasu,2,Critically endangered,
Klallam,2,Critically endangered,https://en.wikipedia.org/wiki/Klallam_people
Kujubim,2,Critically endangered,
Kunjen,2,Critically endangered,https://en.wikipedia.org/wiki/Kunjen_language
Kuruáya,2,Critically endangered,https://en.wikipedia.org/wiki/Kuruaya
Lemerig,2,Critically endangered,https://en.wikipedia.org/wiki/Lemerig_language
Luri,2,Critically endangered,https://en.wikipedia.org/wiki/Luri
Maidu,2,Critically endangered,https://en.wikipedia.org/wiki/Maidu
Oneida (New York),2,Critically endangered,
Poyanawa,2,Critically endangered,
Puruborá,2,Critically endangered,https://en.wikipedia.org/wiki/Purubor%C3%A1
Salamãy,2,Critically endangered,
Sambe,2,Critically endangered,https://en.wikipedia.org/wiki/Sambe
Spokane,2,Critically endangered,"https://en.wikipedia.org/wiki/Spokane,_Washington"
Tharkarri,2,Critically endangered,
Vacacocha,2,Critically endangered,
Wangaaybuwan,2,Critically endangered,https://en.wikipedia.org/wiki/Wangaaypuwan
Xipáya,2,Critically endangered,
Apiaká,1,Critically endangered,https://en.wikipedia.org/wiki/Apiac%C3%A1
Bikya,1,Critically endangered,https://en.wikipedia.org/wiki/Bikya_language
Bishuo,1,Critically endangered,https://en.wikipedia.org/wiki/Bishuo_language
Chaná,1,Critically endangered,https://en.wikipedia.org/wiki/Chana
Dampel,1,Critically endangered,https://en.wikipedia.org/wiki/Dampel
Diahói,1,Critically endangered,
Kaixána,1,Critically endangered,
Lae,1,Extinct,https://en.wikipedia.org/wiki/Lae
Laua,1,Critically endangered,https://en.wikipedia.org/wiki/Laua_language
Patwin,1,Critically endangered,https://en.wikipedia.org/wiki/Patwin
Pazeh,1,Critically endangered,https://en.wikipedia.org/wiki/Pazeh
Pémono,1,Critically endangered,https://en.wikipedia.org/wiki/Mapoyo-Yabarana_language
Taushiro,1,Critically endangered,https://en.wikipedia.org/wiki/Taushiro_language
Tinigua,1,Critically endangered,https://en.wikipedia.org/wiki/Tinigua
Tolowa,1,Critically endangered,https://en.wikipedia.org/wiki/Tolowa
Uru,1,Extinct,https://en.wikipedia.org/wiki/Uru
Volow,1,Critically endangered,https://en.wikipedia.org/wiki/Volow_language
Wintu-Nomlaki,1,Critically endangered,
Yahgan,1,Critically endangered,https://en.wikipedia.org/wiki/Yaghan
Yarawi,1,Critically endangered,
!Gan!ne,0,Extinct,
Aasax,0,Extinct,https://en.wikipedia.org/wiki/Asa_language
Ahom,0,Extinct,https://en.wikipedia.org/wiki/Ahom
Ainu (Kuril),0,Extinct,
Ainu (Sakhalin),0,Extinct,
Akkala Saami,0,Extinct,https://en.wikipedia.org/wiki/Akkala_S%C3%A1mi
Alderney French,0,Extinct,https://en.wikipedia.org/wiki/Auregnais
Amanayé,0,Extinct,https://en.wikipedia.org/wiki/Amanay%C3%A9
Andoa (Ecuador),0,Extinct,
Andro,0,Extinct,https://en.wikipedia.org/wiki/Andro
Antoniano,0,Extinct,https://en.wikipedia.org/wiki/Antoniano
Aore,0,Extinct,https://en.wikipedia.org/wiki/Aore_Island
Apolista,0,Extinct,https://en.wikipedia.org/wiki/Apolista
Arapaho (Oklahoma),0,Extinct,
Arapáso,0,Extinct,
Aribwatsa,0,Extinct,https://en.wikipedia.org/wiki/Aribwatsa_language
Arin,0,Extinct,https://en.wikipedia.org/wiki/Arin
Arman,0,Extinct,https://en.wikipedia.org/wiki/Arman
Arta,0,Extinct,https://en.wikipedia.org/wiki/Arta
Atacameño,0,Extinct,https://en.wikipedia.org/wiki/Atacama_people
Atsugewi,0,Extinct,https://en.wikipedia.org/wiki/Atsugewi
Babuza,0,Extinct,https://en.wikipedia.org/wiki/Babuza
Badala,0,Critically endangered,https://en.wikipedia.org/wiki/Bhadra_(2005_film)
Baga Kalem,0,Extinct,
Baga Mboteni,0,Critically endangered,https://en.wikipedia.org/wiki/Mboteni_language
Barbareño,0,Extinct,https://en.wikipedia.org/wiki/Barbare%C3%B1o_language
Barzani Jewish Neo-Aramaic (Iraq),0,Extinct,
Basay,0,Extinct,https://en.wikipedia.org/wiki/Basay
Baygo,0,Extinct,https://en.wikipedia.org/wiki/Beigo_language
Berakou,0,Extinct,https://en.wikipedia.org/wiki/Beraku_language
Berti,0,Extinct,https://en.wikipedia.org/wiki/Berti
Bina,0,Extinct,https://en.wikipedia.org/wiki/Bina
Birgid,0,Extinct,
Boro,0,Extinct,https://en.wikipedia.org/wiki/Boro
Cacaopera,0,Extinct,https://en.wikipedia.org/wiki/Cacaopera
Cape Khoekhoe,0,Extinct,
Cappadocian Greek (Turkey),0,Extinct,
Catawba,0,Extinct,https://en.wikipedia.org/wiki/Catawba
Cayuga (Oklahoma),0,Extinct,
Cayuse,0,Extinct,https://en.wikipedia.org/wiki/Cayuse
Central Kalapuyan,0,Extinct,
Chairel,0,Extinct,https://en.wikipedia.org/wiki/Chakpa_language
Cholon,0,Extinct,https://en.wikipedia.org/wiki/Cholon
Coptic,0,Extinct,https://en.wikipedia.org/wiki/Coptic
Cowlitz,0,Extinct,https://en.wikipedia.org/wiki/Cowlitz
Culle,0,Extinct,https://en.wikipedia.org/wiki/Culle_language
Cuman,0,Extinct,https://en.wikipedia.org/wiki/Cumans
Cupeño,0,Extinct,https://en.wikipedia.org/wiki/Cupe%C3%B1o
Dalmatian,0,Extinct,https://en.wikipedia.org/wiki/Dalmatian
Deti,0,Extinct,
Dharug,0,Critically endangered,https://en.wikipedia.org/wiki/Dharug
Dhurga,0,Critically endangered,https://en.wikipedia.org/wiki/Durga_(2002_film)
Dicamay Agta,0,Extinct,https://en.wikipedia.org/wiki/Dicamay_Agta_language
Dorasque,0,Extinct,https://en.wikipedia.org/wiki/Dorasque
Dororo,0,Extinct,https://en.wikipedia.org/wiki/Dororo
Duli,0,Extinct,https://en.wikipedia.org/wiki/Duli
Dungidjau,0,Extinct,
Dura,0,Extinct,https://en.wikipedia.org/wiki/Dura
Eastern Abenaki,0,Extinct,https://en.wikipedia.org/wiki/Abenaki#Eastern_Abenaki
Eastern Kamchadal,0,Extinct,https://en.wikipedia.org/wiki/Eastern_Kamchadal_language
Eastern Pomo,0,Extinct,https://en.wikipedia.org/wiki/Eastern_Pomo_language
Eel River Athabaskan,0,Extinct,https://en.wikipedia.org/wiki/Wailaki_language
Eliri,0,Severely endangered,https://en.wikipedia.org/wiki/Eliri_people
Elmolo,0,Extinct,
Eotile,0,Extinct,
Eyak,0,Extinct,https://en.wikipedia.org/wiki/Eyak
Gaagudju,0,Extinct,https://en.wikipedia.org/wiki/Gaagudju
Gafat,0,Extinct,https://en.wikipedia.org/wiki/Gafat_language
Garífuna (Nicaragua),0,Critically endangered,
Ge'ez,0,Extinct,https://en.wikipedia.org/wiki/Ge%CA%BDez
Getmata,0,Extinct,
Gey,0,Extinct,https://en.wikipedia.org/wiki/Gey
Gothic,0,Extinct,https://en.wikipedia.org/wiki/Gothic
Guanche,0,Extinct,https://en.wikipedia.org/wiki/Guanche
Gule,0,Extinct,https://en.wikipedia.org/wiki/Gule
Guliguli,0,Extinct,https://en.wikipedia.org/wiki/Kazukuru_language
Gününa Küne,0,Extinct,https://en.wikipedia.org/wiki/Puelche_language
Gyasumdo,0,Definitely endangered,
Hanis,0,Extinct,https://en.wikipedia.org/wiki/Hanis
Hoanya,0,Extinct,https://en.wikipedia.org/wiki/Hoanya_people
Homa,0,Extinct,https://en.wikipedia.org/wiki/Homa
Horo,0,Extinct,https://en.wikipedia.org/wiki/Horo
Hpun,0,Extinct,
Huitoto (Brazil),0,Extinct,
Hukumina,0,Extinct,https://en.wikipedia.org/wiki/Hukumina_language
Huron-Wyandot (United States of America),0,Extinct,
Ifo,0,Extinct,https://en.wikipedia.org/wiki/Ifo
Ineseño,0,Extinct,https://en.wikipedia.org/wiki/Santa_Ynez_Band_of_Chumash_Mission_Indians
Island Carib,0,Extinct,https://en.wikipedia.org/wiki/Kalinago
Island Chumash,0,Extinct,
Jorá,0,Critically endangered,https://en.wikipedia.org/wiki/Sirion%C3%B3_language
Judeo-Berber (Morocco),0,Extinct,
Kamas,0,Extinct,https://en.wikipedia.org/wiki/Kamas
Kamas Turk,0,Extinct,
Kaniet,0,Extinct,https://en.wikipedia.org/wiki/Kaniet
Kansa,0,Extinct,https://en.wikipedia.org/wiki/Kansa
Karaim (Crimea),0,Extinct,
Karami,0,Extinct,https://en.wikipedia.org/wiki/Karami
Karelian (Valday),0,Extinct,
Katabaga,0,Extinct,https://en.wikipedia.org/wiki/Katabangan_language
Kato,0,Extinct,https://en.wikipedia.org/wiki/Kato
Kayeli,0,Extinct,https://en.wikipedia.org/wiki/Kayeli
Kazukuru,0,Extinct,https://en.wikipedia.org/wiki/Kazukuru_language
Kede,0,Extinct,
Kemi Saami,0,Extinct,https://en.wikipedia.org/wiki/Kemi_S%C3%A1mi
Kenaboi,0,Extinct,https://en.wikipedia.org/wiki/Kenaboi_language
Kerek,0,Extinct,https://en.wikipedia.org/wiki/Kerek
Ketangalan,0,Extinct,https://en.wikipedia.org/wiki/Luilang_language
Khaccaḍ Bhoṭe,0,Definitely endangered,
Kilit,0,Extinct,https://en.wikipedia.org/wiki/Kilit_dialect
Kinare,0,Extinct,https://en.wikipedia.org/wiki/Kinare
Klamath-Modoc,0,Extinct,https://en.wikipedia.org/wiki/Klamath_language
Konomihu,0,Extinct,https://en.wikipedia.org/wiki/Konomihu_language
Kore,0,Extinct,https://en.wikipedia.org/wiki/Kore
Kott,0,Extinct,https://en.wikipedia.org/wiki/Kott
Krenjê,0,Extinct,
Krevin,0,Extinct,
Kulun,0,Extinct,https://en.wikipedia.org/wiki/K%C3%BCriye
Kurtjar,0,Extinct,https://en.wikipedia.org/wiki/Kurtjar
Kw'adza,0,Extinct,https://en.wikipedia.org/wiki/Kw%27adza
Kwadi,0,Extinct,https://en.wikipedia.org/wiki/Kwadi_language
Kwisi,0,Extinct,https://en.wikipedia.org/wiki/Kwisi_people
Kyakala,0,Extinct,
Laghu,0,Extinct,https://en.wikipedia.org/wiki/Laghu_language
Langthang Tibetan,0,Definitely endangered,
Lenca,0,Extinct,https://en.wikipedia.org/wiki/Lenca
Li-Ngbee,0,Extinct,
Liliali,0,Extinct,
Lipan,0,Extinct,https://en.wikipedia.org/wiki/Lipan
Lishan Didan (Iran),0,Extinct,
Lishana Deni (Iraq),0,Extinct,
Lishanid Noshan (Iraq),0,Extinct,
Loke Tibetan,0,Definitely endangered,
Lorkoti,0,Extinct,
Lower Chehalis,0,Extinct,https://en.wikipedia.org/wiki/Lower_Chehalis_language
Mahigi,0,Extinct,https://en.wikipedia.org/wiki/Foia_Foia_language
Máku,0,Extinct,https://en.wikipedia.org/wiki/Maku
Malin,0,Extinct,https://en.wikipedia.org/wiki/Malin
Mapia,0,Extinct,https://en.wikipedia.org/wiki/Mapia_Atoll
Maragus,0,Extinct,https://en.wikipedia.org/wiki/Tape_language
Marrgu,0,Extinct,
Matagalpa,0,Extinct,https://en.wikipedia.org/wiki/Matagalpa
Mator,0,Extinct,https://en.wikipedia.org/wiki/Mator_language
Mattole,0,Extinct,https://en.wikipedia.org/wiki/Mattole
Miami-Illinois,0,Extinct,https://en.wikipedia.org/wiki/Miami-Illinois_language
Migueleño,0,Extinct,https://en.wikipedia.org/wiki/Salinan
Miraña (Brazil),0,Critically endangered,
Mirití Tapuia,0,Critically endangered,
Mlahso (Syria),0,Extinct,
Mlahso (Turkey),0,Extinct,
Mo-peng,0,Extinct,
Mochica,0,Extinct,https://en.wikipedia.org/wiki/Moche_culture
Moksela,0,Extinct,https://en.wikipedia.org/wiki/Moksela_language
Molala,0,Extinct,https://en.wikipedia.org/wiki/Molala
Mozarabic,0,Extinct,https://en.wikipedia.org/wiki/Andalusi_Romance
Mulaha,0,Extinct,https://en.wikipedia.org/wiki/Mulaha_language
Múra,0,Extinct,
Nagumi,0,Extinct,https://en.wikipedia.org/wiki/Nagumi_language
Naka'ela,0,Extinct,https://en.wikipedia.org/wiki/Naka%27ela_language
Napore,0,Extinct,
