,glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang,url
737,mlab1235,Mlabri,mra,language,Eurasia,18.5533,101.163,mlabri,Mlabri,149,Definitely endangered,Mlabri,<ul><li>Austroasiatic</li><ul><li> Khmuic</li><ul><li> Mlabri</li></ul></ul></ul>,"Austroasiatic, Khmuic, Mlabri",mra,130 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mlabri_language
738,mlom1238,Mlomp,mlo,language,Africa,12.8318,-16.5383,mlomp,Mlomp,500,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
739,moch1255,Mòcheno,mhn,language,Eurasia,46.1064,11.315,mòcheno,Mòcheno,1000,Definitely endangered,Mòcheno,<ul><li>Indo-European</li><ul><li> Germanic</li><ul><li> West Germanic</li><ul><li> Elbe Germanic</li><ul><li> High German</li><ul><li> Upper German</li><ul><li> Bavarian</li><ul><li> Mòcheno</li></ul></ul></ul></ul></ul></ul></ul></ul>,"Indo-European, Germanic, West Germanic, Elbe Germanic, High German, Upper German, Bavarian, Mòcheno",mhn,Uknown,Bersntol,Unknown,Unknown,https://en.wikipedia.org/wiki/M%C3%B2cheno_language
740,moch1259,Mochica,omc,language,South America,-8.01667,-79.0,mochica,Mochica,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
741,moco1246,Mocoví,moc,language,South America,-28.097,-60.4145,mocoví,Mocoví,2000,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
742,moda1242,Mo'da,gbn,language,Africa,6.1463,29.7355,mo'da,Mo'da,600,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
743,moer1240,Moere,mvq,language,Papunesia,-4.62246,145.458,moere,Moere,56,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
744,moki1238,Mokilese,mkj,language,Papunesia,6.65651,159.776,mokilese,Mokilese,1050,Critically endangered,Mokilese,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Micronesian</li><ul><li> Nuclear Micronesian</li><ul><li> Chuukic–Pohnpeic</li><ul><li> Pohnpeic</li><ul><li> Mokilese</li></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic–Pohnpeic, Pohnpeic, Mokilese",mkj,Uknown,Mwoakilloa,Unknown,Unknown,https://en.wikipedia.org/wiki/Mokilese_language
745,mokl1243,Moklen,mkm,language,Eurasia,8.16761,98.3176,moklen,Moklen,6000,Definitely endangered,Moklen,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Moklenic</li><ul><li> Moklen</li></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Moklenic, Moklen",mkm,Uknown,"Phang Nga Province, Ranong Province, and northern Phuket Island",Unknown,Unknown,https://en.wikipedia.org/wiki/Moklen_language
746,moks1249,Moksela,vms,language,Papunesia,-3.098,128.654,moksela,Moksela,0,Extinct,Moksela,<ul><li>Unclassified </li><ul><li> Central Maluku</li><ul><li> </li></ul></ul></ul>,"Unclassified (, Central Maluku, )",vms,Uknown,Sula Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Moksela_language
747,moks1248,Moksha,mdf,language,Eurasia,54.1855,42.6728,moksha,Moksha,200000,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
748,molo1257,Molo,zmo,language,Africa,10.793,33.5677,molo,Molo,100,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
749,momu1241,Momuna,mqf,language,Papunesia,-5.04431,139.26,momuna,Momuna,2000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
750,monn1252,Mon,mnw,language,Eurasia,15.49394,98.122465,mon,Mon,800000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
751,mono1274,Mono,,dialect,Papunesia,,,mono,Mono,300,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
752,moos1236,Moose Cree,crm,language,North America,51.0686,-80.6912,moose cree,Moose Cree,405,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
753,rori1237,Mores,rga,language,Papunesia,-15.4048,166.843,mores,Mores,75,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
754,moro1285,Moro,mor,language,Africa,10.9194,30.2138,moro,Moro,30000,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
755,moro1284,Morokodo,mgc,language,Africa,5.5103,30.0229,morokodo,Morokodo,3400,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
756,mort1237,Mortlockese,mrl,language,Papunesia,5.50735,153.710778,mortlockese,Mortlockese,5904,Definitely endangered,Mortlockese,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Micronesian</li><ul><li> Nuclear Micronesian</li><ul><li> Chuukic</li><ul><li> Satawalese–Mortlockese</li><ul><li> Mortlockese</li></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Satawalese–Mortlockese, Mortlockese",mrl,Uknown,Caroline Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Mortlockese_language
757,luxe1241,Moselle Franconian,ltz,language,Eurasia,49.6839,6.14931,moselle franconian,Moselle Franconian,390000,Vulnerable,Moselle Franconian,<ul><li>Indo-European</li><ul><li> Germanic</li><ul><li> West Germanic</li><ul><li> High German</li><ul><li> West Central German</li><ul><li> Central Franconian</li><ul><li> Moselle Franconian</li></ul></ul></ul></ul></ul></ul></ul>,"Indo-European, Germanic, West Germanic, High German, West Central German, Central Franconian, Moselle Franconian",Nonetitle (titlemistitle)titleIndividual codes:titleltztitle – titleLuxembourgishtitlehrxtitle – titleHunsrik,Uknown,"North Rhine-Westphalia, Rhineland-Palatinate, Saarland, Lorraine, Liège", Luxembourg," Belgium (recognised by the French Community of Belgium),  Brazil (recognised as Cultural Heritage in the states of Santa Catarina and Rio Grande do Sul)",https://en.wikipedia.org/wiki/Moselle_Franconian_language
758,mosi1248,Mosimo,mqv,language,Papunesia,-4.95226,145.605,mosimo,Mosimo,58,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
759,movi1243,Movima,mzp,language,South America,-13.8115,-65.6348,movima,Movima,1452,Severely endangered,Movima,<ul><li>Language isolate</li></ul>,Language isolate,mzp,"1,000 ",Beni Department,Bolivia,Unknown,https://en.wikipedia.org/wiki/Movima_language
760,moyo1238,Moyon,nmo,language,Eurasia,24.4793,94.3421,moyon,Moyon,3700,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
761,moza1249,Mozarabic,mxi,language,Eurasia,37.8763,-1.79724,mozarabic,Mozarabic,0,Extinct,Andalusi Romance,<ul><li>Indo-European</li><ul><li> Italic</li><ul><li> Romance</li><ul><li> Western Romance</li><ul><li> Ibero-Romance</li><ul><li> Pyrenean–Mozarabic</li><ul><li> Andalusi Romance</li></ul></ul></ul></ul></ul></ul></ul>,"Indo-European, Italic, Romance, Western Romance, Ibero-Romance, Pyrenean–Mozarabic, Andalusi Romance",mxi,Uknown,Al-Andalus,Unknown,Unknown,https://en.wikipedia.org/wiki/Andalusi_Romance
762,mpii1239,Mpi,mpz,language,Eurasia,18.1717,100.21,mpi,Mpi,2000,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
763,mruu1242,Mru,mro,language,Eurasia,21.472,92.318,mru,Mru,40000,Severely endangered,Mru,<ul><li>Sino-Tibetan</li><ul><li> Tibeto-Burman</li><ul><li> Mruic</li><ul><li> </li><ul><li> Mru</li></ul></ul></ul></ul></ul>,"Sino-Tibetan, Tibeto-Burman, Mruic, , Mru",mro,Uknown,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mru_language
764,mtir1236,Mt. Iraya Agta,atl,language,Papunesia,13.4588,123.552,mt. iraya agta,Mt. Iraya Agta,150,Definitely endangered,Mt. Iraya Agta,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Philippine</li><ul><li> Central Philippine</li><ul><li> Bikol languages</li><ul><li> Coastal Bikol</li><ul><li> Mt. Iraya Agta</li></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Philippine, Central Philippine, Bikol languages, Coastal Bikol, Mt. Iraya Agta",atl,likely extinct ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mount_Iraya_Agta_language
765,muda1235,Muda,ymd,language,Eurasia,21.95,100.6,muda,Muda,2000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
766,mudb1240,Mudburra,dmw,language,Australia,-16.7694,132.329,mudburra,Mudburra,48,Severely endangered,Mudbura,<ul><li>Pama–Nyungan</li><ul><li> Ngumpin–Yapa</li><ul><li> Ngumbin</li><ul><li> Mudbura</li></ul></ul></ul></ul>,"Pama–Nyungan, Ngumpin–Yapa, Ngumbin, Mudbura",dmw,92 ,Victoria River to Barkly Tablelands,Unknown,Unknown,https://en.wikipedia.org/wiki/Mudburra_language
767,mula1254,Mulaha,mfw,language,Papunesia,-9.68333,147.45,mulaha,Mulaha,0,Extinct,Mulaha,<ul><li>Trans–New Guinea</li><ul><li> Kwalean</li><ul><li> Mulaha</li></ul></ul></ul>,"Trans–New Guinea, Kwalean, Mulaha",mfw,Uknown,Papua New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Mulaha_language
768,mula1253,Mulam,mlm,language,Eurasia,24.8151,108.928,mulam,Mulam,30000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
769,mund1320,Mundari,unr,language,Eurasia,23.03,85.85,mundari,Mundari,750000,Vulnerable,Mundari,<ul><li>Austroasiatic</li><ul><li> Munda</li><ul><li> North</li><ul><li> Kherwarian</li><ul><li> Mundaric</li><ul><li> Mundari</li></ul></ul></ul></ul></ul></ul>,"Austroasiatic, Munda, North, Kherwarian, Mundaric, Mundari",unr,"1,661,656[a] ",," India
Jharkhand (additional)
",Unknown,https://en.wikipedia.org/wiki/Mundari_language
770,mund1330,Mundurukú,myu,language,South America,-8.41095,-57.691,mundurukú,Mundurukú,8000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
771,munj1244,Munji,mnj,language,Eurasia,35.9321,70.9404,munji,Munji,2000,Severely endangered,Munji,<ul><li>Indo-European</li><ul><li> Indo-Iranian</li><ul><li> Iranian</li><ul><li> Eastern</li><ul><li> Munji–Yidgha</li><ul><li>Munji</li></ul></ul></ul></ul></ul></ul>,"Indo-European, Indo-Iranian, Iranian, Eastern, Munji–Yidgha,Munji",mnj,"5,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Munji_language
772,mura1273,Múra,,dialect,South America,,,múra,Múra,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
773,murs1242,Mursi,muz,language,Africa,5.69801,36.0971,mursi,Mursi,3278,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
774,muso1238,Musom,msu,language,Papunesia,-6.53817,146.93,musom,Musom,219,Definitely endangered,Musom,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Western Oceanic</li><ul><li> Huon Gulf</li><ul><li> Markham</li><ul><li> Lower Markham</li><ul><li> Busu</li><ul><li> Musom</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Huon Gulf, Markham, Lower Markham, Busu, Musom",msu,200 ,"Markham Valley, New Guinea",Unknown,Unknown,https://en.wikipedia.org/wiki/Musom_language
775,muss1246,Mussau-Emira,emi,language,Papunesia,-1.44105,149.624,mussau-emira,Mussau-Emira,3651,Definitely endangered,Mussau-Emira,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> St. Matthias</li><ul><li> Mussau-Emira</li></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, St. Matthias, Mussau-Emira",emi,"5,000 ",Islands of Mussau and Emirau (New Ireland Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Mussau-Emira_language
776,mwat1237,Mwatebu,mwa,language,Papunesia,-10.0271,151.066,mwatebu,Mwatebu,166,Definitely endangered,Mwatebu,"<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Western Oceanic</li><ul><li> Papuan Tip</li><ul><li> Nuclear Papuan Tip</li><ul><li> ""North Papuan Mainland – DEntrecasteaux""</li><ul><li> Dobu–Duau</li><ul><li> Mwatebu</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Dobu–Duau, Mwatebu",mwa,120 ,Milne Bay Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mwatebu_language
777,mwes1235,Mwesen,,dialect,Papunesia,,,mwesen,Mwesen,15,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
778,naaa1245,Na,nbt,language,Eurasia,28.431524,93.248908,na,Na,350,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
779,nade1244,Nadëb,mbj,language,South America,-1.24449,-66.3068,nadëb,Nadëb,350,Definitely endangered,Nadëb,<ul><li>Nadahup</li><ul><li> Nadëb</li></ul></ul>,"Nadahup, Nadëb",mbj,370 ,Amazonas,Unknown,Unknown,https://en.wikipedia.org/wiki/Nad%C3%ABb_language
780,nafi1237,Nafi,srf,language,Papunesia,-6.43306,146.815,nafi,Nafi,100,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
781,nafu1238,Nafusi,jbn,language,Africa,33.4398,9.83329,nafusi,Nafusi,240000,Severely endangered,Nafusi,<ul><li>Afro-Asiatic</li><ul><li> Berber</li><ul><li> Northern</li><ul><li> Zenati</li><ul><li> Eastern</li><ul><li> Nafusi</li></ul></ul></ul></ul></ul></ul>,"Afro-Asiatic, Berber, Northern, Zenati, Eastern, Nafusi",jbn,"300,000 ",Nafusa Mountains,Unknown,Unknown,https://en.wikipedia.org/wiki/Nafusi_language
782,nagu1244,Nagumi,ngv,language,Africa,8.7162,13.4264,nagumi,Nagumi,0,Extinct,Nagumi,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li> Benue–Congo</li><ul><li> Southern Bantoid</li><ul><li> Bantu</li><ul><li>  </li><ul><li> Zone A</li><ul><li> </li><ul><li> Mbam</li><ul><li> Jarawan</li><ul><li> Nagumi</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Niger–Congo,Atlantic–Congo, Benue–Congo, Southern Bantoid, Bantu,  (, Zone A, ), Mbam, Jarawan, Nagumi",ngv,Uknown,Cameroon,Unknown,Unknown,https://en.wikipedia.org/wiki/Nagumi_language
783,naik1250,Naiki,,dialect,Eurasia,,,naiki,Naiki,10000,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
784,naka1263,Naka'ela,nae,language,Papunesia,-2.85543,128.516,naka'ela,Naka'ela,0,Extinct,Naka'ela,"<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li>  MP</li><ul><li> Central–Eastern MP</li><ul><li> Central Maluku</li><ul><li> \xa</li><ul><li> East Central Maluku</li><ul><li> Seram</li><ul><li> \xa</li><ul><li> Nunusaku</li><ul><li> Three Rivers</li><ul><li> Amalumute</li><ul><li> ""Nakaela""</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa, East Central Maluku, Seram, \xa, Nunusaku, Three Rivers, Amalumute, ""Nakaela""",nae,Uknown,Maluku,Unknown,Unknown,https://en.wikipedia.org/wiki/Naka%27ela_language
785,nalu1240,Nalu,naj,language,Africa,11.0397,-14.8188,nalu,Nalu,13000,Definitely endangered,Nalu,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li> Atlantic</li><ul><li> unclassified</li><ul><li> Nalu</li></ul></ul></ul></ul></ul>,"Niger–Congo,Atlantic–Congo, Atlantic, (unclassified), Nalu",naj,"23,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Nalu_language
786,litz1237,Naman,lzl,language,Papunesia,-16.1331,167.415,naman,Naman,5,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
787,namo1247,Namonuito,nmt,language,Papunesia,8.584627,149.685202,namonuito,Namonuito,944,Severely endangered,Namonuito,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Micronesian</li><ul><li> Nuclear Micronesian</li><ul><li> Chuukic</li><ul><li> Tanapag</li><ul><li> Namonuito</li></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Tanapag, Namonuito",nmt,Uknown,Namonuito Atoll,Unknown,Unknown,https://en.wikipedia.org/wiki/Namonuito_language
788,namu1246,Namuyi,nmy,language,Eurasia,28.5909,101.898,namuyi,Namuyi,5000,Vulnerable,Namuzi,<ul><li>Sino-Tibetan</li><ul><li> Tibeto-Burman</li><ul><li> Loloish</li><ul><li>  orQiangic</li><ul><li>  Naic</li><ul><li> Namuzi</li></ul></ul></ul></ul></ul></ul>,"Sino-Tibetan, Tibeto-Burman, Loloish,  orQiangic,  Naic, Namuzi",nmy,"5,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Namuyi_language
789,nant1250,Nanti,cox,language,South America,-12.1018,-72.3507,nanti,Nanti,450,Vulnerable,Pucapucari,<ul><li>Arawakan</li><ul><li> Southern</li><ul><li> Campa</li><ul><li> Machiguenga</li><ul><li> Pucapucari</li></ul></ul></ul></ul></ul>,"Arawakan, Southern, Campa, Machiguenga, Pucapucari",cox,94 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Nanti_language
790,napu1241,Napu,npy,language,Papunesia,-1.43707,120.338,napu,Napu,4000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
791,nara1265,Narau,nxu,language,Papunesia,-3.43594,139.876,narau,Narau,85,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
792,nari1240,Narim,loh,language,Africa,4.80331,33.3312,narim,Narim,3623,Definitely endangered,Laarim,<ul><li>Nilo-Saharan</li><ul><li>Eastern Sudanic</li><ul><li>Kir–Abbaian</li><ul><li>Surmic</li><ul><li> South Surmic</li><ul><li> Southwest Surmic</li><ul><li> Didinga–Murle</li><ul><li> Didinga</li><ul><li> –Longarim</li><ul><li> Laarim</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Nilo-Saharan,Eastern Sudanic,Kir–Abbaian,Surmic, South Surmic, Southwest Surmic, Didinga–Murle, Didinga, –Longarim, Laarim",loh,Uknown,Laarim Hills,Unknown,Unknown,https://en.wikipedia.org/wiki/Narim_language
793,nasa1240,Nasarian,nvh,language,Papunesia,-16.3497,167.414,nasarian,Nasarian,5,Critically endangered,Nasarian,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Southern Oceanic</li><ul><li> North-Central Vanuatu</li><ul><li> Central Vanuatu</li><ul><li> Malakula</li><ul><li> Malakula Interior</li><ul><li> Nasarian</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Nasarian",nvh,5 ,Central Malekula,Unknown,Unknown,https://en.wikipedia.org/wiki/Nasarian_language
794,nask1242,Naskapi,nsk,language,North America,55.9316,-61.1318,naskapi,Naskapi,525,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
795,nata1257,Natanzi,,dialect,Eurasia,,,natanzi,Natanzi,7000,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
796,natc1249,Natchez,ncz,language,North America,31.75,-91.33,natchez,Natchez,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
797,nets1241,Natsilingmiutut,,dialect,North America,,,natsilingmiutut,Natsilingmiutut,1455,Vulnerable,Natchilingmiutut,<ul><li>Eskaleut</li><ul><li> Eskimo</li><ul><li> Inuit</li><ul><li> Inuvialuktun</li><ul><li> Natchilingmiutut</li></ul></ul></ul></ul></ul>,"Eskaleut, Eskimo, Inuit, Inuvialuktun, Natchilingmiutut",–,Uknown,Western Nunavut,Unknown,Unknown,https://en.wikipedia.org/wiki/Natsilingmiutut
798,naun1237,Nauna,ncn,language,Papunesia,-2.21213,148.201,nauna,Nauna,130,Vulnerable,Nauna,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Admiralty Islands</li><ul><li> Eastern Admiralty Islands</li><ul><li> Southeastern islands</li><ul><li> Nauna</li></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Southeastern islands, Nauna",ncn,420 ,"Nauna Island, Manus Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Nauna_language
799,nava1243,Navajo,nav,language,North America,36.33,-109.38,navajo,Navajo,120000,Vulnerable,Navajo,<ul><li>Dené–Yeniseian</li><ul><li>Na-Dené</li><ul><li> Athabaskan</li><ul><li> Southern Athabaskan</li><ul><li> Southwestern Apache</li><ul><li> Western</li><ul><li> Navajo</li></ul></ul></ul></ul></ul></ul></ul>,"Dené–Yeniseian,Na-Dené, Athabaskan, Southern Athabaskan, Southwestern Apache, Western, Navajo",nav,"170,000 ","Arizona, New Mexico, Utah, Colorado",Unknown,Unknown,https://en.wikipedia.org/wiki/Navajo_language
800,navw1234,Navwien,,language,Papunesia,-16.502947,167.554419,navwien,Navwien,5,Critically endangered,Navwien,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Southern Oceanic</li><ul><li> North-Central Vanuatu</li><ul><li> Central Vanuatu</li><ul><li> Malakula</li><ul><li> Malakula Interior</li><ul><li> Navwien</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Navwien",Nonetitle (titlemistitle),"""handful"" ",Malakula,Unknown,Unknown,https://en.wikipedia.org/wiki/Navwien_language
801,nayi1243,Nayi,noz,language,Africa,6.88202,36.3813,nayi,Nayi,3656,Vulnerable,Nayi,<ul><li>Afro-Asiatic</li><ul><li> Omotic</li><ul><li> North</li><ul><li> Maji</li><ul><li> Nayi</li></ul></ul></ul></ul></ul>,"Afro-Asiatic, Omotic, North, Maji, Nayi",noz,"7,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Nayi_language
802,nucl1272,Nayini,,dialect,Eurasia,,,nayini,Nayini,7000,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
803,ndai1238,Ndai,gke,language,Africa,8.09039,14.2888,ndai,Ndai,5,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
804,ndin1245,Nding,eli,language,Africa,10.2741,30.7306,nding,Nding,3513,Critically endangered,Nding,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li> Talodi–Heiban</li><ul><li> Talodi languages</li><ul><li> Nding</li></ul></ul></ul></ul></ul>,"Niger–Congo,Atlantic–Congo, Talodi–Heiban, Talodi languages, Nding",eli,Uknown,"Eliri Hills, Mountain Jebel Eliri, South Talodi in the South Kordofan",Unknown,Unknown,https://en.wikipedia.org/wiki/Nding_language
805,ndun1251,Ndunda,nuh,language,Africa,6.73205,11.11047,ndunda,Ndunda,400,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
806,negi1245,Negidal,neg,language,Eurasia,52.96584,139.20575,negidal,Negidal,147,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
807,neku1237,Neku,nek,language,Papunesia,-21.6524,165.578,neku,Neku,221,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
808,nemi1240,Nemi,nem,language,Papunesia,-20.6791,164.797,nemi,Nemi,325,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
809,newr1237,New River Shasta,,language,North America,41.100052,-123.179627,new river shasta,New River Shasta,0,Extinct,New River Shasta,<ul><li>Hokan</li><ul><li> \xa</li><ul><li> Shasta–Palaihnihan</li><ul><li> Shastan</li><ul><li> New River Shasta</li></ul></ul></ul></ul></ul>,"Hokan, \xa, Shasta–Palaihnihan, Shastan, New River Shasta",Nonetitle (titlemistitle),Uknown,"Salmon River, northern California",Unknown,Unknown,https://en.wikipedia.org/wiki/New_River_Shasta_language
810,nezp1238,Nez Perce,nez,language,North America,46.3073,-116.408,nez perce,Nez Perce,20,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
811,ngaa1240,Ngaanyatjarra,ntj,language,Australia,-25.7514,127.602,ngaanyatjarra,Ngaanyatjarra,700,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
812,ngal1292,Ngalkbun,ngk,language,Australia,-13.9783,133.936,ngalkbun,Ngalkbun,30,Severely endangered,Dalabon,<ul><li>Macro-Gunwinyguan</li><ul><li>Gunwinyguan</li><ul><li> Marne</li><ul><li> Central Gunwinyguan</li><ul><li> Dalabon</li></ul></ul></ul></ul></ul>,"Macro-Gunwinyguan,Gunwinyguan, Marne, Central Gunwinyguan, Dalabon",ngk,3 ,Arnhem Land,Unknown,Unknown,https://en.wikipedia.org/wiki/Dalabon_language
813,ngan1291,Nganasan,nio,language,Eurasia,73.1354,86.2106,nganasan,Nganasan,505,Severely endangered,Nganasan,<ul><li>Uralic</li><ul><li> Samoyedic</li><ul><li> Nganasan</li></ul></ul></ul>,"Uralic, Samoyedic, Nganasan",nio,416 ,Taymyr Autonomous Okrug,Unknown,Unknown,https://en.wikipedia.org/wiki/Nganasan_language
814,ngan1295,Ngandi,nid,language,Australia,-12.8448,134.649,ngandi,Ngandi,9,Critically endangered,Ngandi,<ul><li>Arnhem</li><ul><li> East Arnhem</li><ul><li> Ngandi</li></ul></ul></ul>,"Arnhem, East Arnhem, Ngandi",nid,Uknown,Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Ngandi_language
815,ngar1288,Ngardi,rxd,language,Australia,-21.0231,129.0308,ngardi,Ngardi,10,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
816,ngar1235,Ngarinman,nbj,language,Australia,-15.4661,130.651,ngarinman,Ngarinman,50,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
817,ngar1284,Ngarinyin,ung,language,Australia,-16.4006,126.433,ngarinyin,Ngarinyin,90,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
818,ngar1296,Ngarla,nrk,language,Australia,-20.20748,119.30579,ngarla,Ngarla,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
819,ngar1287,Ngarluma,nrl,language,Australia,-20.9235,117.203,ngarluma,Ngarluma,9,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
820,ngil1242,Ngile,jle,language,Africa,10.7194,29.997,ngile,Ngile,38000,Severely endangered,Ngile,<ul><li>Niger–Congo</li><ul><li>Kordofanian</li><ul><li> Talodi–Heiban</li><ul><li> Talodi</li><ul><li> Ngile–Dengebu</li><ul><li> Ngile</li></ul></ul></ul></ul></ul></ul>,"Niger–Congo,Kordofanian, Talodi–Heiban, Talodi, Ngile–Dengebu, Ngile",jle,"39,000 ",South Kordofan,Unknown,Unknown,https://en.wikipedia.org/wiki/Ngile_language
