Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
Rutul,29383,Definitely endangered,https://en.wikipedia.org/wiki/Rutul
Bateri,29000,Definitely endangered,https://en.wikipedia.org/wiki/Bateri_language
Mzieme,29000,Vulnerable,https://en.wikipedia.org/wiki/Mzieme_language
Ghale,28989,Vulnerable,https://en.wikipedia.org/wiki/Ghale
Sierra Popoluca,28700,Vulnerable,https://en.wikipedia.org/wiki/Sierra_Popoluca
Kurux (Nepal),28615,Vulnerable,https://en.wikipedia.org/wiki/Kurukh_language
Deori,28000,Definitely endangered,https://en.wikipedia.org/wiki/Deori
Soyaltepec Mazatec,27524,Vulnerable,https://en.wikipedia.org/wiki/Soyaltepec_Mazatec
Western Mazahua,27037,Definitely endangered,https://en.wikipedia.org/wiki/Mazahua_language
Sibe,27000,Severely endangered,https://en.wikipedia.org/wiki/Sibe
Isthmus Náhuatl,26632,Vulnerable,https://en.wikipedia.org/wiki/Isthmus_Nahuatl
Sunwar,26611,Vulnerable,https://en.wikipedia.org/wiki/Sunuwar_people
Mancagne,26450,Vulnerable,https://en.wikipedia.org/wiki/Mancagne_language
Gadaba,26262,Critically endangered,https://en.wikipedia.org/wiki/Gadaba_people
Banat Bulgarian,25000,Definitely endangered,https://en.wikipedia.org/wiki/Banat_Bulgarian
Csángó Hungarian,25000,Severely endangered,https://en.wikipedia.org/wiki/Cs%C3%A1ng%C3%B3s
Koda,25000,Vulnerable,https://en.wikipedia.org/wiki/Koda
Minhe Monguor,25000,Definitely endangered,https://en.wikipedia.org/wiki/Monguor_language
Miskito (Honduras),25000,Vulnerable,https://en.wikipedia.org/wiki/Miskito_language
Olonetsian,25000,Definitely endangered,https://en.wikipedia.org/wiki/Olonetsian_language
Saek,25000,Definitely endangered,https://en.wikipedia.org/wiki/Saek
Sioux,25000,Vulnerable,https://en.wikipedia.org/wiki/Sioux
Tamazight (Beni Iznassen),25000,Definitely endangered,https://en.wikipedia.org/wiki/Tamazight_language
Tsakhur,25000,Definitely endangered,https://en.wikipedia.org/wiki/Tsakhur
Warao,25000,Definitely endangered,https://en.wikipedia.org/wiki/Warao
Majhi,24664,Severely endangered,https://en.wikipedia.org/wiki/Majhi
Jone,24000,Definitely endangered,https://en.wikipedia.org/wiki/Jone
Andi,23729,Definitely endangered,https://en.wikipedia.org/wiki/Andi
Guambiano,23462,Definitely endangered,https://en.wikipedia.org/wiki/Guambiano
Anal,23000,Vulnerable,https://en.wikipedia.org/wiki/Anal
Hawrami,23000,Definitely endangered,https://en.wikipedia.org/wiki/Gorani_language
Juang,23000,Definitely endangered,https://en.wikipedia.org/wiki/Juang
Tiwa,23000,Definitely endangered,https://en.wikipedia.org/wiki/Tiwa
Embera (Panama),22485,Vulnerable,https://en.wikipedia.org/wiki/Ember%C3%A1_languages
Ediamat,22025,Vulnerable,https://en.wikipedia.org/wiki/Ediamat_language
Mara,22000,Definitely endangered,https://en.wikipedia.org/wiki/Mara
Maring,22000,Vulnerable,https://en.wikipedia.org/wiki/Maring
Polci cluster,22000,Definitely endangered,https://en.wikipedia.org/wiki/Polci_language
Sarikoli,22000,Definitely endangered,https://en.wikipedia.org/wiki/Sarikol
Krongo,21688,Definitely endangered,https://en.wikipedia.org/wiki/Krongo
Ashtiani,21000,Definitely endangered,https://en.wikipedia.org/wiki/Ashtiani
Khunsari,21000,Definitely endangered,https://en.wikipedia.org/wiki/Khunsari_language
Semnani,21000,Definitely endangered,https://en.wikipedia.org/wiki/Semnani
Plains Cree,20933,Vulnerable,https://en.wikipedia.org/wiki/Plains_Cree
Higher Reservoir Mazatec,20665,Vulnerable,https://en.wikipedia.org/wiki/Mazatecan_languages
Chilchotla Mazatec,20585,Vulnerable,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec
"Zapotec of the Valleys, middle northwest",20448,Definitely endangered,https://en.wikipedia.org/wiki/Zapotec_languages
Aluo,20000,Definitely endangered,https://en.wikipedia.org/wiki/Aluo_language
Bangni,20000,Vulnerable,https://en.wikipedia.org/wiki/Nishi_language
Bru,20000,Definitely endangered,https://en.wikipedia.org/wiki/Bru
Cho-ca-nga-ca-kha,20000,Definitely endangered,"https://en.wikipedia.org/wiki/Chochangachakha_language#:~:text=The%20Chocha%20Ngacha%20language%20or,Kurichu%20Valley%20of%20Lhuntse%20and"
Crimean Tatar (Dobruja),20000,Severely endangered,https://en.wikipedia.org/wiki/Crimean_Tatar_language
Dhimal,20000,Severely endangered,https://en.wikipedia.org/wiki/Dhimal
Griko (Salento),20000,Severely endangered,https://en.wikipedia.org/wiki/Griko_dialect
Kaiowá Guarani,20000,Vulnerable,https://en.wikipedia.org/wiki/Kaiow%C3%A1_language
Karelian (Karelia),20000,Definitely endangered,https://en.wikipedia.org/wiki/Karelian_language
Khoirao,20000,Vulnerable,https://en.wikipedia.org/wiki/Khoirao_language
Manchad,20000,Vulnerable,https://en.wikipedia.org/wiki/Manchad_language
Mariupolitan Greek,20000,Severely endangered,https://en.wikipedia.org/wiki/Mariupol_Greek
Padam,20000,Vulnerable,https://en.wikipedia.org/wiki/Padam
Pemon (Venezuela),20000,Vulnerable,https://en.wikipedia.org/wiki/Pemon_language
Tacenwit,20000,Vulnerable,
Tangwang,20000,Definitely endangered,https://en.wikipedia.org/wiki/Tangwang
Western Neo-Aramaic,20000,Definitely endangered,https://en.wikipedia.org/wiki/Western_Neo-Aramaic
Yaghnobi,20000,Definitely endangered,https://en.wikipedia.org/wiki/Yaghnob
Yaw,20000,Definitely endangered,https://en.wikipedia.org/wiki/Yaw
Yeyi,20000,Definitely endangered,https://en.wikipedia.org/wiki/Yeyi
Boro,19878,Definitely endangered,https://en.wikipedia.org/wiki/Boro
Sorbian,19500,Definitely endangered,https://en.wikipedia.org/wiki/Sorbian
Biete,19000,Definitely endangered,https://en.wikipedia.org/wiki/Biate
Hrangkhol,19000,Vulnerable,https://en.wikipedia.org/wiki/Hrangkhol
Terena,19000,Severely endangered,https://en.wikipedia.org/wiki/Terena
Kati,18700,Definitely endangered,"https://en.wikipedia.org/wiki/Kati,_Mali"
Kulung,18686,Vulnerable,https://en.wikipedia.org/wiki/Kulung
Kaingang,18500,Definitely endangered,https://en.wikipedia.org/wiki/Kaingang
Lowland Mazatec,18389,Vulnerable,https://en.wikipedia.org/wiki/Jalapa_Mazatec
Vafsi,18000,Definitely endangered,https://en.wikipedia.org/wiki/Vafsi_dialect
Bassari,17910,Vulnerable,https://en.wikipedia.org/wiki/Bassari_people
Bayot,17150,Vulnerable,https://en.wikipedia.org/wiki/Bayot
Pochuri,17000,Vulnerable,https://en.wikipedia.org/wiki/Pochuri_language
Tamahaq (Libya),17000,Definitely endangered,https://en.wikipedia.org/wiki/Tamasheq_language
Swampy Cree,16685,Vulnerable,https://en.wikipedia.org/wiki/Swampy_Cree
Koraga,16665,Critically endangered,https://en.wikipedia.org/wiki/Koraga
Oyda,16597,Vulnerable,https://en.wikipedia.org/wiki/Oyda
Pangvali,16285,Critically endangered,https://en.wikipedia.org/wiki/Pangvali_language
Shipibo-Conibo,16085,Definitely endangered,https://en.wikipedia.org/wiki/Shipibo-Conibo
Amba,16000,Vulnerable,https://en.wikipedia.org/wiki/Amba
Tsez,15356,Definitely endangered,https://en.wikipedia.org/wiki/Tsez
Bonan,15000,Definitely endangered,https://en.wikipedia.org/wiki/Bonan
Chrau,15000,Definitely endangered,https://en.wikipedia.org/wiki/Chrau_language
Dari,15000,Definitely endangered,https://en.wikipedia.org/wiki/Dari
Dzala,15000,Vulnerable,https://en.wikipedia.org/wiki/Dzala_language
Ersu,15000,Definitely endangered,https://en.wikipedia.org/wiki/Ersu
Gangte,15000,Definitely endangered,https://en.wikipedia.org/wiki/Gangte_people
Gurdu-Mbaaru,15000,Severely endangered,https://en.wikipedia.org/wiki/Gurdu-Mbaaru_language
Ha-lung Tibetan,15000,Definitely endangered,
Hlersu,15000,Vulnerable,https://en.wikipedia.org/wiki/Hlersu_language
Juk,15000,Definitely endangered,https://en.wikipedia.org/wiki/Juk
Kwama,15000,Vulnerable,https://en.wikipedia.org/wiki/Kwama
Laemae,15000,Severely endangered,https://en.wikipedia.org/wiki/Laemae_language
Lavua,15000,Definitely endangered,https://en.wikipedia.org/wiki/Lavua_language
Macushi (Brazil),15000,Vulnerable,https://en.wikipedia.org/wiki/Macushi_language
Nahali,15000,Definitely endangered,https://en.wikipedia.org/wiki/Nahali
Naluo,15000,Vulnerable,https://en.wikipedia.org/wiki/Naluo
Nyoe,15000,Definitely endangered,
O'odham (Akimel),15000,Definitely endangered,https://en.wikipedia.org/wiki/Tohono_O%27odham_language
O'odham (Tohono),15000,Definitely endangered,https://en.wikipedia.org/wiki/Tohono_O%27odham_language
Paiwan,15000,Vulnerable,https://en.wikipedia.org/wiki/Paiwan
Rao,15000,Definitely endangered,https://en.wikipedia.org/wiki/Rao
Semai,15000,Severely endangered,https://en.wikipedia.org/wiki/Semai
Shatt,15000,Severely endangered,https://en.wikipedia.org/wiki/Shatt
Siwi,15000,Definitely endangered,https://en.wikipedia.org/wiki/Siwi
Tagargrent,15000,Severely endangered,https://en.wikipedia.org/wiki/Ouargli_language
Tayurayt,15000,Vulnerable,
Totoli,15000,Vulnerable,https://en.wikipedia.org/wiki/Totoli_language
Aruaco,14799,Vulnerable,https://en.wikipedia.org/wiki/Aruaco_language
Yakkha,14648,Critically endangered,https://en.wikipedia.org/wiki/Yakkha
Kuruba,14613,Critically endangered,https://en.wikipedia.org/wiki/Kuruba
Tuamotuan,14400,Definitely endangered,https://en.wikipedia.org/wiki/Tuamotus
Katla,14208,Definitely endangered,https://en.wikipedia.org/wiki/Katla
Garífuna (Belize),14061,Vulnerable,https://en.wikipedia.org/wiki/Garifuna_language
Thulung,14034,Definitely endangered,https://en.wikipedia.org/wiki/Thulung_language
Bawm,14000,Definitely endangered,https://en.wikipedia.org/wiki/Bawm
Guajajara,14000,Vulnerable,https://en.wikipedia.org/wiki/Guajajara
Niuean,14000,Definitely endangered,https://en.wikipedia.org/wiki/Niuean
Uhunduni,14000,Vulnerable,https://en.wikipedia.org/wiki/Uhunduni_language
Gusilay,13950,Vulnerable,https://en.wikipedia.org/wiki/Gusilay_language
Xavante,13303,Vulnerable,https://en.wikipedia.org/wiki/Xavante
Dondo,13000,Vulnerable,https://en.wikipedia.org/wiki/Dondo
Khampti,13000,Vulnerable,https://en.wikipedia.org/wiki/Khamti_people
Nalu,13000,Definitely endangered,https://en.wikipedia.org/wiki/Nalu
Tagoi,13000,Severely endangered,https://en.wikipedia.org/wiki/Tagoi
Karko,12986,Definitely endangered,https://en.wikipedia.org/wiki/Karko_people
San Mateo del Mar Huave,12667,Vulnerable,https://en.wikipedia.org/wiki/Huave_language
Q'eqchi' (Belize),12366,Vulnerable,https://en.wikipedia.org/wiki/Q%27eqchi%27_language
Kadaru,12360,Definitely endangered,https://en.wikipedia.org/wiki/Kadaru_people
Mazatlán Mazatec,12340,Vulnerable,https://en.wikipedia.org/wiki/Mazatl%C3%A1n_Mazatec
Badiaranke,12205,Severely endangered,https://en.wikipedia.org/wiki/Badiaranke_language
Alune,12000,Vulnerable,https://en.wikipedia.org/wiki/Alune_people
Bangani,12000,Critically endangered,https://en.wikipedia.org/wiki/Bangani
Chamalal,12000,Definitely endangered,https://en.wikipedia.org/wiki/Chamalal
Chru,12000,Vulnerable,https://en.wikipedia.org/wiki/Chru
Hill Miri,12000,Definitely endangered,https://en.wikipedia.org/wiki/Hill_Miri_people
Jinuo,12000,Definitely endangered,https://en.wikipedia.org/wiki/Jino_people
Muya,12000,Vulnerable,https://en.wikipedia.org/wiki/Muya
Samei,12000,Severely endangered,https://en.wikipedia.org/wiki/Samei
Tajio,12000,Vulnerable,https://en.wikipedia.org/wiki/Tajio_language
Tobada',12000,Extinct,https://en.wikipedia.org/wiki/Tobada%27_language
Yurt Tatar,12000,Definitely endangered,https://en.wikipedia.org/wiki/Yurt_Tatar_language
Yaqui (Mexico),11806,Vulnerable,https://en.wikipedia.org/wiki/Yaqui_language
Ch'orti' (Guatemala),11734,Definitely endangered,https://en.wikipedia.org/wiki/Ch%27orti%27_language
Filomeno Mata Totonac,11710,Vulnerable,https://en.wikipedia.org/wiki/Filomeno_Mata_Totonac
Northern Totonac,11529,Critically endangered,https://en.wikipedia.org/wiki/Xicotepec_Totonac
Komo,11500,Definitely endangered,https://en.wikipedia.org/wiki/Komo
Tuwuli,11400,Vulnerable,https://en.wikipedia.org/wiki/Bowili_language
Poqomam,11273,Definitely endangered,https://en.wikipedia.org/wiki/Poqomam
Idu,11101,Definitely endangered,https://en.wikipedia.org/wiki/IDU
Kari'ña (Venezuela),11000,Severely endangered,https://en.wikipedia.org/wiki/Kari%27%C3%B1a_language
Machiguenga,11000,Definitely endangered,https://en.wikipedia.org/wiki/Machiguenga
Piaroa (Venezuela),11000,Vulnerable,https://en.wikipedia.org/wiki/Piaroa_language
Tuvaluan,11000,Definitely endangered,https://en.wikipedia.org/wiki/Tuvaluan
Waunana (Colombia),11000,Vulnerable,https://en.wikipedia.org/wiki/Waunana_language
Noon,10925,Vulnerable,https://en.wikipedia.org/wiki/Noon
Sampang,10810,Vulnerable,https://en.wikipedia.org/wiki/Sampang
Central Alaskan Yupik (2),10400,Vulnerable,https://en.wikipedia.org/wiki/Central_Alaskan_Yup%27ik_language
Central Alaskan Yupik (Nuniak Island),10400,Vulnerable,https://en.wikipedia.org/wiki/Central_Alaskan_Yup%27ik_language
Bukiyip,10304,Vulnerable,https://en.wikipedia.org/wiki/Bukiyip_language
Saparua,10216,Definitely endangered,https://en.wikipedia.org/wiki/Saparua
Darai,10210,Severely endangered,https://en.wikipedia.org/wiki/Darai
Bandial,10125,Vulnerable,https://en.wikipedia.org/wiki/Bandial
Bongo,10084,Definitely endangered,https://en.wikipedia.org/wiki/Bongo
Northwestern Tarahumara,10031,Vulnerable,https://en.wikipedia.org/wiki/Tarahumara_language
Algherese Catalan,10000,Definitely endangered,https://en.wikipedia.org/wiki/Algherese_dialect
Aragonese,10000,Definitely endangered,https://en.wikipedia.org/wiki/Aragonese
Baima,10000,Vulnerable,https://en.wikipedia.org/wiki/Baima
Bukharic,10000,Definitely endangered,https://en.wikipedia.org/wiki/Bukhari
Bunun,10000,Vulnerable,https://en.wikipedia.org/wiki/Bunun
Burunge,10000,Vulnerable,https://en.wikipedia.org/wiki/Burunge
Chayahuita,10000,Definitely endangered,https://en.wikipedia.org/wiki/Chayahuita_language
Cherokee (Oklahoma),10000,Definitely endangered,https://en.wikipedia.org/wiki/Cherokee_language
Dalecarlian,10000,Definitely endangered,https://en.wikipedia.org/wiki/Dalecarlian_languages
"Huitoto (Colombia, Peru)",10000,Definitely endangered,https://en.wikipedia.org/wiki/Huitoto_language
Hulaula (Israel),10000,Severely endangered,https://en.wikipedia.org/wiki/Hulaul%C3%A1_language
Karang,10000,Vulnerable,https://en.wikipedia.org/wiki/Gunung_Karang
Karelian (Tver),10000,Definitely endangered,https://en.wikipedia.org/wiki/Karelian_language
Karone,10000,Vulnerable,https://en.wikipedia.org/wiki/List_of_Power_Rangers_Lost_Galaxy_characters#Karone
Kryz,10000,Severely endangered,https://en.wikipedia.org/wiki/Kryz
"Kurripako (Colombia, Venezuela)",10000,Definitely endangered,https://en.wikipedia.org/wiki/Kurripako_language
Kurtöp,10000,Vulnerable,https://en.wikipedia.org/wiki/Kurt%C3%B6p_language
Lamgang,10000,Critically endangered,https://en.wikipedia.org/wiki/Lamgang_language
Miqie,10000,Definitely endangered,https://en.wikipedia.org/wiki/Micha_language
Mojo,10000,Definitely endangered,https://en.wikipedia.org/wiki/Mojo
Muot,10000,Critically endangered,https://en.wikipedia.org/wiki/Muot_language
Naiki,10000,Critically endangered,https://en.wikipedia.org/wiki/Naiki_language
Ñandeva Guarani,10000,Vulnerable,https://en.wikipedia.org/wiki/%C3%91andeva_language
Ngwaba,10000,Severely endangered,https://en.wikipedia.org/wiki/Ngwaba
North Frisian,10000,Severely endangered,https://en.wikipedia.org/wiki/North_Frisian
Northern Khanty,10000,Definitely endangered,https://en.wikipedia.org/wiki/Northern_Khanty_language
Nyah Kur,10000,Definitely endangered,https://en.wikipedia.org/wiki/Nyah_Kur
Nyenkha,10000,Vulnerable,https://en.wikipedia.org/wiki/Nyen_language
Orang Hulu,10000,Definitely endangered,https://en.wikipedia.org/wiki/Orang_Hulu_language
Otoro,10000,Severely endangered,https://en.wikipedia.org/wiki/Otoro
Solon,10000,Definitely endangered,https://en.wikipedia.org/wiki/Solon
Southern Tujia,10000,Severely endangered,https://en.wikipedia.org/wiki/Tujia_language
Taba,10000,Vulnerable,https://en.wikipedia.org/wiki/Taba
Talu,10000,Vulnerable,https://en.wikipedia.org/wiki/Talu
Tamazight (Tunisia),10000,Severely endangered,https://en.wikipedia.org/wiki/Tamazight_language
Tayal,10000,Vulnerable,https://en.wikipedia.org/wiki/Atayal_people
Temein,10000,Severely endangered,https://en.wikipedia.org/wiki/Temein
Temiar,10000,Definitely endangered,https://en.wikipedia.org/wiki/Temiar
Trukhmen,10000,Definitely endangered,https://en.wikipedia.org/wiki/Turkmen_language
Vidunda,10000,Vulnerable,https://en.wikipedia.org/wiki/Vidunda_people
Kogui,9911,Vulnerable,https://en.wikipedia.org/wiki/Kogui
Paloor,9680,Vulnerable,https://en.wikipedia.org/wiki/Paloor
Awakatek (Guatemala),9613,Vulnerable,https://en.wikipedia.org/wiki/Awakatek_language
Choctaw (Louisiana),9500,Vulnerable,https://en.wikipedia.org/wiki/Choctaw_language
Choctaw (Mississipi),9500,Vulnerable,https://en.wikipedia.org/wiki/Choctaw_language
Choctaw (Oklahoma),9500,Vulnerable,https://en.wikipedia.org/wiki/Choctaw_language
Gawar-Bati,9500,Definitely endangered,
Taruang,9332,Vulnerable,https://en.wikipedia.org/wiki/Taruang_language
Khaling,9288,Definitely endangered,https://en.wikipedia.org/wiki/Khaling
Western Tarahumara,9196,Vulnerable,https://en.wikipedia.org/wiki/Tarahumara_language
Nunavimmiutitut,9105,Vulnerable,https://en.wikipedia.org/wiki/Inuktitut#Nunavik
Woods Cree,9095,Vulnerable,https://en.wikipedia.org/wiki/Woods_Cree
Phula (Viet Nam),9046,Definitely endangered,https://en.wikipedia.org/wiki/Phula_language
Dol-po,9000,Definitely endangered,https://en.wikipedia.org/wiki/Dolpo_language
Helong,9000,Severely endangered,https://en.wikipedia.org/wiki/Helong
Lisela,9000,Vulnerable,https://en.wikipedia.org/wiki/Lisela
Motuo Menba,9000,Definitely endangered,https://en.wikipedia.org/wiki/Motuo_language
Panamahka,9000,Vulnerable,https://en.wikipedia.org/wiki/Sumo_languages
Zuni,9000,Vulnerable,https://en.wikipedia.org/wiki/Zuni
Mopán (Belize),8980,Severely endangered,https://en.wikipedia.org/wiki/Mopan_language
Tulishi,8628,Severely endangered,https://en.wikipedia.org/wiki/Tulishi_people
Central Cuicatec,8621,Vulnerable,https://en.wikipedia.org/wiki/Cuicatec_language
Ts'amay,8621,Definitely endangered,https://en.wikipedia.org/wiki/Ts%27amay_language
Phalura,8600,Definitely endangered,https://en.wikipedia.org/wiki/Palula_language
Northern Popoloc,8597,Vulnerable,https://en.wikipedia.org/wiki/Northern_Popoloca_language
Ixcatlán Mazatec,8593,Vulnerable,https://en.wikipedia.org/wiki/Ixcatl%C3%A1n_Mazatec
Patla-Chicontla Totonac,8590,Severely endangered,https://en.wikipedia.org/wiki/Upper_Necaxa_Totonac
Toram,8456,Severely endangered,https://en.wikipedia.org/wiki/Toram
Northwestern Tlapanec,8409,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Dene,8195,Vulnerable,https://en.wikipedia.org/wiki/Dene
Micmac (Massachusetts),8145,Definitely endangered,https://en.wikipedia.org/wiki/Mi%27kmaq_language
Argobba,8000,Critically endangered,https://en.wikipedia.org/wiki/Argobba
Austral dialects,8000,Definitely endangered,https://en.wikipedia.org/wiki/Australian_Aboriginal_languages
Belanda Bor,8000,Definitely endangered,https://en.wikipedia.org/wiki/Belanda_Bor
Feroge,8000,Vulnerable,https://en.wikipedia.org/wiki/Feroge
Hachijō,8000,Definitely endangered,https://en.wikipedia.org/wiki/Hachij%C5%8D
Inga,8000,Severely endangered,https://en.wikipedia.org/wiki/Inga
Kanga,8000,Severely endangered,https://en.wikipedia.org/wiki/Kanga
Lajia,8000,Definitely endangered,https://en.wikipedia.org/wiki/Lajia
